31a95b53e1  tft9_augment_armorclademblem2_name
77fc4936e4 spell_reksaiqburrowed_tooltip
f573384485 spell_reksaiqburrowed_tooltipextended
dbf8b9501a spell_reksair_cooldown
bcf7cad4b7 spell_reksair_cost
0026cbcf9b spell_reksair_name
f888390e1c spell_reksair_tooltip
135ce8061d spell_reksairwrapper_cooldown
a1d30ad9ad spell_reksairwrapper_summary
28bbda6e4d spell_reksaiw_name
8f996e9e71 spell_reksaiw_summary
2f9a049c88 spell_reksaiw_tooltip
0152c242ef spell_reksaiw_tooltipextended
d261275a65 spell_reksaiwburrowed_tooltip
9742228468 spell_reksaiwburrowed_tooltipextended
3a4a0fa568 spell_relle_name
b879022c7b spell_relle_summary
b1ec54d75b spell_relle_tooltip
5592abc3a8 spell_relle_tooltipextendedbelowline
0c40bc0e08 spell_rellp_name
a5a83dbde9 spell_rellp_summary
fca080ada1 spell_rellp_tooltip
2488780610 spell_rellp_tooltipextended
830a0c15b5 spell_rellq_name
67056697a7 spell_rellq_summary
53f5025429 spell_rellq_tooltip
9abaa186dd spell_rellr_name
6abfb32a37 spell_rellr_summary
2e2eed95dc spell_rellr_tooltip
0a5d75107f spell_rellw_dismount_name
ad9f2352f8 spell_rellw_dismount_summary
311bfa9076 spell_rellw_dismount_tooltip
c289692520 spell_rellw_dismount_tooltipextended
581c191422 spell_rellw_dismount_tooltipextendedbelowline
0454c31df8 spell_rellw_mountup_name
b11daae3d9 spell_rellw_mountup_name2
602af98ac3 spell_rellw_mountup_summary
df00605b4d spell_rellw_mountup_tooltip2
4f65c46719 spell_rellw_mountup_tooltip3
085de5c4f9 spell_rellw_mountup_tooltipextended
19760d8c99 spell_renatae_name
107fb07065 spell_renatae_tooltip
6ec1171fbb spell_renataq_name
06cc47d389 spell_renataq_tooltip
36a0a59802 spell_renatar_name
6a8c5033bd spell_renatar_tooltip
1487333bdb spell_renataw_name
29bed9e8f2 spell_renataw_tooltip
2e1b80e8f4 spell_renektoncleave_name
9d72cf8927 spell_renektoncleave_summary
23cad1771c spell_renektoncleave_tooltip
1ef5b461be spell_renektonpredator_name
9676437439 spell_renektonpredator_summary
4603e51831 spell_renektonpredator_tooltip
481a764099 spell_renektonpreexecute_name
66e038b40d spell_renektonpreexecute_summary
ef21f569d0 spell_renektonpreexecute_tooltip
5038b0de75 spell_renektonpreexecute_tooltipextendedbelowline
907b0b2f3c spell_renektonreignofthetyrant_name
f39bc9b210 spell_renektonreignofthetyrant_summary
ec4d5daa03 spell_renektonreignofthetyrant_tooltip
4ef591dddb spell_renektonsliceanddice_name
3bc977cff8 spell_renektonsliceanddice_summary
2e55ab0401 spell_renektonsliceanddice_tooltip
40d38dad18 spell_rengare_name
0f829fd2f2 spell_rengare_summary
5c0c1daa27 spell_rengare_tooltip
ab4c0839d0 spell_rengarpassive_name
cf72529160 spell_rengarpassive_summary
e6d5544e1f spell_rengarpassive_tooltip
296ccde297 spell_rengarpassive_tooltipextended
0272a2881a spell_rengarq_name
c4071fe7c5 spell_rengarq_summary
1f1e80f966 spell_rengarq_tooltip
702dc94e08 spell_rengarq_tooltipextended
d59108142c spell_rengarqwe_cost
fab3f961c9 spell_rengarr_name
d90f859417 spell_rengarr_summary
e04b89502b spell_rengarr_tooltip
43fd5c8df3 spell_rengarr_tooltipextendedbelowline
42f7c65cd5 spell_rengarw_name
d645dc8244 spell_rengarw_summary
6361e708c9 spell_rengarw_tooltip
771c35e3e1 spell_rengarw_tooltipextendedbelowline
cd338bbef8 spell_riftwalk_name
95a05562ff spell_riftwalk_summary
931d655f10 spell_riftwalk_tooltip
db6783a65b spell_rivenfeint_name
972d429299 spell_rivenfeint_summary
cf1eda5121 spell_rivenfeint_tooltip
a06b772224 spell_rivenfeint_tooltipextendedbelowline
61012a1a09 spell_rivenfengshuiengine_summary
410e1a0a80 spell_rivenfengshuiengine_tooltip
7c189796cb spell_rivenfengshuiengine_tooltipextendedbelowline
a2b8d87e0f spell_rivenfengshuiengineability_name
e1092a4888 spell_rivenmartyr_name
e404911b13 spell_rivenmartyr_summary
399a6374f7 spell_rivenmartyr_tooltip
b9757e6c09 spell_rivenpassive_name
516558d3b7 spell_rivenpassive_summary
00a84222dd spell_rivenpassive_tooltip
b26a02dda7 spell_rivenpassive_tooltipextended
1723b50e54 spell_riventricleave_name
5cbf3de1d6 spell_riventricleave_summary
d642c898c1 spell_riventricleave_tooltip
a2b6dc03c3 spell_riventricleave_tooltipextendedbelowline
cb86eb358a spell_rocketgrab_name
01b76643f6 spell_rocketgrab_summary
083bde7433 spell_rocketgrab_tooltip
df4d23179b spell_rumblecarpetbomb_name
04f7f25520 spell_rumblecarpetbomb_summary
4ce3606cf8 spell_rumblecarpetbomb_tooltip
3c8d8fb314 spell_rumbleflamethrower_cost
722b5dd948 spell_rumbleflamethrower_name
9fd3ac7b4b spell_rumbleflamethrower_summary
557a3117bd spell_rumbleflamethrower_tooltip
dc5f8e1fda spell_rumblegrenade_cooldown
6ee5f7bea2 spell_rumblegrenade_cost
2d0a3d446e spell_rumblegrenade_name
490f61a7c9 spell_rumblegrenade_summary
6d1882211e spell_rumblegrenade_tooltip
3e5491046b spell_rumbleheatsystem_name
bddc928939 spell_rumbleheatsystem_summary
33bacd779e spell_rumbleheatsystem_tooltip
8a6d5b5577 spell_rumbleshield_cost
009b7539e5 spell_rumbleshield_name
9fd678e812 spell_rumbleshield_summary
cf62d441d3 spell_rumbleshield_tooltip
b3a86f2a6d spell_rupture_name
3a53b22c3f spell_rupture_summary
0ea5c080a6 spell_rupture_tooltip
e99b8d798b spell_ryzee_name
84b40b251b spell_ryzee_summary
08141485af spell_ryzee_tooltip
014e1c3f16 spell_ryzepassive_name
bebfecaf47 spell_ryzepassive_tooltip
c94d78f1f8 spell_ryzeqwrapper_
ea26db301f spell_ryzeqwrapper_cooldown
3b7c5c32d2 spell_ryzeqwrapper_name
2896d93c40 spell_ryzeqwrapper_summary
a591b4b264 spell_ryzeqwrapper_tooltip
f5707a2905 spell_ryzer_basespellcdr
ed78f0174d spell_ryzer_manaratios
e899105f02 spell_ryzer_name
6463cdeff5 spell_ryzer_summary
036690f2d9 spell_ryzer_tooltip
2c509d1e2f spell_ryzer_tooltipextendedbelowline
65b57a9981 spell_ryzew_name
ea51715f29 spell_ryzew_summary
eb49e8d0f9 spell_ryzew_tooltip
97526211a2 spell_sadism_cost
6a9cf15fe4 spell_sadism_name
79344701c9 spell_sadism_summary
b19b8cdccf spell_sadism_tooltip
df775dc5b9 spell_samirae_name
75ae513482 spell_samirae_summary
e06815b335 spell_samirae_tooltip
5bffa17638 spell_samirapassive_name
d69a4a8442 spell_samirapassive_summary
aea25c5040 spell_samirapassive_tooltip
915aca4c52 spell_samirapassive_tooltipextended
29e5a92aeb spell_samiraq_name
02d0bd19c0 spell_samiraq_summary
d13d6894f3 spell_samiraq_tooltip
b1b6651b78 spell_samiraq_tooltipextendedbelowline
7f8eb4bacf spell_samirar_name
7dd64ea0ac spell_samirar_summary
be5a6d4962 spell_samirar_tooltip
0cc65b5410 spell_samirar_tooltipextendedbelowline
a7357f5f8d spell_samiraw_name
9a5ddfc559 spell_samiraw_summary
81805d1f70 spell_samiraw_tooltip
1b5175b7c9 spell_secondsight_name
fb8d607175 spell_secondsight_summary
72f16697a4 spell_secondsight_tooltip
48c124c69e spell_secondsight_tooltipextended
8eea18e830 spell_seismicshard_name
585edde9c3 spell_seismicshard_summary
bbc11e4f7a spell_seismicshard_tooltip
68cc884f73 spell_sejuanie_name
f5d0137286 spell_sejuanie_summary
6643035685 spell_sejuanie_tooltip
d1636a20a9 spell_sejuanie_tooltipextendedbelowline
989191879b spell_sejuanipassive_name
2b15ba67d9 spell_sejuanipassive_summary
ca319baf6b spell_sejuanipassive_tooltip
bba1435e69 spell_sejuanipassive_tooltipextended
15e0bbaca3 spell_sejuaniq_name
3ac44fc5d3 spell_sejuaniq_summary
c7e6aa1a08 spell_sejuaniq_tooltip
66cb1806b8 spell_sejuanir_name
134d4bf002 spell_sejuanir_summary
572a37e863 spell_sejuanir_tooltip
45d87da1a0 spell_sejuanir_tooltipextendedbelowline
12cc238de2 spell_sejuaniw_name
6e83560951 spell_sejuaniw_summary
5ef548e44c spell_sejuaniw_tooltip
a22dbe51ad spell_sejuaniw_tooltipextended
6de38ab833 spell_sennae_name
c0f3ed1145 spell_sennae_summary
163522674a spell_sennae_tooltip
71dd134a05 spell_sennae_tooltipextended
d99144c9c1 spell_sennae_tooltipextendedbelowline
5960f79e98 spell_sennapassive_name
799f1c4389 spell_sennapassive_summary
12d6bf2ace spell_sennapassive_tooltip
068bd46417 spell_sennapassive_tooltipextended
ded2c73b19 spell_sennaq_name
aefae99fcb spell_sennaq_summary
4979608d1e spell_sennaq_tooltip
955e2ff9e7 spell_sennaq_tooltipextendedbelowline
0591497330 spell_sennar_name
aa20482031 spell_sennar_summary
582d696345 spell_sennar_tooltip
5df09cbe8f spell_sennar_tooltipextendedbelowline
e2e265af6a spell_sennaw_name
c5696f3493 spell_sennaw_summary
76708f3e33 spell_sennaw_tooltip
3ae79f5641 spell_sennaw_tooltipextended
35e867c0dc spell_seraphinee_name
93dcccff1e spell_seraphinee_summary
6620bda432 spell_seraphinee_tooltip
745563f16f spell_seraphinee_tooltipextended
0d8827cda7 spell_seraphinee_tooltipextendedbelowline
4c901fb6bc spell_seraphinepassive_name
24c58968e4 spell_seraphinepassive_summary
288e883065 spell_seraphinepassive_tooltip
ed2588d344 spell_seraphinepassive_tooltipextended
75009272fd spell_seraphineq_name
96617ef3c4 spell_seraphineq_summary
6ceb2de228 spell_seraphineq_tooltip
7feca93d5f spell_seraphineq_tooltipextended
7a63d05e73 spell_seraphiner_name
8e1ef2281f spell_seraphiner_summary
e2e260379b spell_seraphiner_tooltip
030e3d568b spell_seraphiner_tooltipextended
edc465b633 spell_seraphinew_name
c53d5fdff5 spell_seraphinew_summary
4517d31f05 spell_seraphinew_tooltip
46b86c33bc spell_seraphinew_tooltipextended
b15ba58bbe spell_seraphinew_tooltipextendedbelowline
7b5eaa81f5 spell_sette_basedamagelevelup
8a305af039 spell_sette_name
d14ecb340b spell_sette_summary
17de28da2c spell_sette_tooltip
638db23380 spell_settpassive_name
ba1e51dd51 spell_settpassive_summary
533c05cf8b spell_settpassive_tooltip
35d59444e3 spell_settpassive_tooltipextended
8a69635c5d spell_settq_damage
005ed9ce41 spell_settq_name
3aaf32d25f spell_settq_summary
850592548a spell_settq_tooltip
30be258fdf spell_settq_tooltipextendedbelowline
66f99e949a spell_settr2_name
069dcc4726 spell_settr2_tooltip
7b05e047f6 spell_settr_basedamage
4fef0bd16b spell_settr_maxhealthdamage
7c7e00d163 spell_settr_name
ebb03a92e1 spell_settr_summary
3765cd6ba1 spell_settr_tooltip
18054fb419 spell_settw_damage
2587f62994 spell_settw_name
743671dad4 spell_settw_summary
eb7c8d83f3 spell_settw_tooltip
253f0be00e spell_settw_tooltipextended
2efdd1fcaa spell_shacopassive_name
5e7763dc6d spell_shacopassive_summary
f12614f090 spell_shacopassive_tooltip
6ca021a825 spell_shacopassive_tooltipextended
2625581f3d spell_shacoq_name
ecc59cd937 spell_shacoq_summary
73ee6eafb8 spell_shacoq_tooltip
8a771eef7c spell_shene_name
203fd03d90 spell_shene_summary
8fb2b06b3c spell_shene_tooltip
72e4e2e126 spell_shenpassive_name
c5dac77a19 spell_shenpassive_summary
a412828f9a spell_shenpassive_tooltip
2035c97a08 spell_shenq_name
2d38e1e985 spell_shenq_summary
d960a09125 spell_shenq_tooltip
e0803b2768 spell_shenq_tooltipextendedbelowline
7a65bfb00e spell_shenr_name
58a7a25541 spell_shenr_summary
ff7b817ebb spell_shenr_tooltip
772ed38155 spell_shenw_name
1676e0d9ba spell_shenw_summary
7144a77b1b spell_shenw_tooltip
ba138ae441 spell_shyvanadoubleattack_name
c7464c5c04 spell_shyvanadoubleattack_summary
f00eea425c spell_shyvanadoubleattack_tooltip
4247eb063d spell_shyvanafireball_name
dd1348a541 spell_shyvanafireball_summary
f3ff72cf44 spell_shyvanafireball_tooltip
a991642fd1 spell_shyvanafireball_tooltipextendedbelowline
7b56baecfa spell_shyvanaimmolationaura_name
64a8fefb1d spell_shyvanaimmolationaura_summary
396df03897 spell_shyvanaimmolationaura_tooltip
6d41260078 spell_shyvanaimmolationaura_tooltipextendedbelowline
4a954dcfc2 spell_shyvanapassive_name
b9176422de spell_shyvanapassive_summary
95c15d991d spell_shyvanapassive_tooltip
29c84727b3 spell_shyvanapassive_tooltipextended
ce6176a0be spell_shyvanapassiveha_summary
f45f4acbc8 spell_shyvanapassiveha_tooltip
f717ea3c87 spell_shyvanapassivenb_summary
602161d6d8 spell_shyvanapassivenb_tooltip
81359e2713 spell_shyvanatransformcast_cooldown
d4c7b51306 spell_shyvanatransformcast_cost
1f68d7b431 spell_shyvanatransformcast_name
7e3e1745f7 spell_shyvanatransformcast_summary
88ba5f79bb spell_shyvanatransformcast_tooltip
187fd2b704 spell_shyvanatransformcast_tooltipextendedbelowline
8e3be61e19 spell_singedp_name
da88e76af3 spell_singedp_summary
6cad8c70c8 spell_singedp_tooltip
f4dec8530d spell_sione_name
bc0d16d4a8 spell_sione_summary
6520a2c5c7 spell_sione_tooltip
9d8f771071 spell_sionpassive_name
d66485b9f7 spell_sionpassive_summary
1620c0de0d spell_sionpassive_tooltip
7ef8a73b90 spell_sionpassive_tooltipextended
b57d242dd4 spell_sionpassivespeed_name
516557cad1 spell_sionpassivespeed_tooltip
2e05f43be1 spell_sionq_name
79c183dd35 spell_sionq_summary
31c1561786 spell_sionq_tooltip
78e158d898 spell_sionq_tooltipextendedbelowline
cec342c9ad spell_sionr_name
4714fbb9ac spell_sionr_summary
666ec4b4bd spell_sionr_tooltip
2ca2f2d395 spell_sionw_name
d12ea535c2 spell_sionw_summary
8f58b9d4ae spell_sionw_tooltip
558ffcaf49 spell_sionw_tooltipextended
88fb5592bb spell_sionw_tooltipextendedbelowline
45b5d0d2ac spell_sionwdetonate_tooltip
929cad4443 spell_sivire_name
5987146a25 spell_sivire_summary
e240c949c0 spell_sivire_tooltip
0cfbb76990 spell_sivire_tooltipextendedbelowline
67c9c38833 spell_sivirpassive_name
34863f52d5 spell_sivirpassive_summary
43194b7396 spell_sivirpassive_tooltip
dc220b3ac7 spell_sivirq_name
fb6981d21f spell_sivirq_summary
65ec7bdeb5 spell_sivirq_tooltip
ea7ce9546d spell_sivirq_tooltipextendedbelowline
54f0116c84 spell_sivirq_tooltipsimple
ef2dda0b74 spell_sivirr_summary
884d7ebdaa spell_sivirr_tooltip
b9523b4135 spell_sivirr_tooltipextendedbelowline
4d07a8e723 spell_sivirw_name
d36706d8dd spell_sivirw_summary
278ea7d315 spell_sivirw_tooltip
d8bfd69fed spell_sivirw_tooltipextendedbelowline
15b84f1a5e spell_skarnerexoskeleton_name
0d764cc109 spell_skarnerexoskeleton_summary
cb797e5d73 spell_skarnerexoskeleton_tooltip
882cb6388b spell_skarnerfracture_magicdamage
c827a724c0 spell_skarnerfracture_name
ab7632cd48 spell_skarnerfracture_summary
84ebce8545 spell_skarnerfracture_tooltip
86249be4b7 spell_skarnerimpale_name
cdf12e3d94 spell_skarnerimpale_summary
9782664349 spell_skarnerimpale_tooltip
e323b92c28 spell_skarnerpassive_name
cda0639f82 spell_skarnerpassive_summary
0e5b0c3c41 spell_skarnerpassive_tooltip
dde36fd15e spell_skarnervirulentslash_name
f93bad6e3e spell_skarnervirulentslash_summary
d66cf853df spell_skarnervirulentslash_tooltip
d81f68a35a spell_skarnervirulentslash_tooltip_qreduction_0
732ad0b716 spell_skarnervirulentslash_tooltip_qreduction_1
94a650e3da spell_sonae_name
60799fa2c6 spell_sonae_summary
1195eb26d7 spell_sonae_tooltip
224c803532 spell_sonae_tooltipextendedbelowline
394fa2c824 spell_sonapassive_name
765e0b53d6 spell_sonapassive_summary
0cf6e149de spell_sonapassive_tooltip
9a3b95f7e3 spell_sonaq_name
38e7b261b2 spell_sonaq_summary
2f0bc3d7f5 spell_sonaq_tooltip
35a3ccc0f4 spell_sonar_name
4919609c97 spell_sonar_summary
b7c2fd6ad1 spell_sonar_tooltip
75e1400bef spell_sonar_tooltipextendedbelowline
187172df6d spell_sonaw_name
0f940d0414 spell_sonaw_summary
a1f3b1bdda spell_sonaw_tooltip
c7aaeedda3 spell_sorakae_name
f31edb584e spell_sorakae_summary
3331e30890 spell_sorakae_tooltip
03648cbf59 spell_sorakaq_name
d6029ff4cb spell_sorakaq_summary
9cb5b8692c spell_sorakaq_tooltip
3c358a0548 spell_sorakar_name
329a6cbf34 spell_sorakar_summary
a6a3484f89 spell_sorakar_tooltip
fee61d18cf spell_sorakaw_cost
950e2afbb1 spell_sorakaw_healthcostrefund
b93b80ba0f spell_sorakaw_name
01beea26c7 spell_sorakaw_pingoverride_lowhp
b2b7512020 spell_sorakaw_summary
13c1088897 spell_sorakaw_tooltip
0aa8071d0b spell_sorakaw_tooltipextendedbelowline
dfd790d6b6 spell_sowthewind_name
a992572119 spell_sowthewind_summary
4efa144171 spell_sowthewind_tooltip
d18b361c2d spell_sowthewind_tooltipextendedbelowline
eeea3a4efe spell_staticfield_activedamage_levelup
1d00fc5641 spell_staticfield_cooldown_levelup
14e0f73ec9 spell_staticfield_name
35d426d62e spell_staticfield_passivebase_levelup
cae74eaf0e spell_staticfield_summary
ad500ee6f6 spell_staticfield_tooltip
67c5f4a889 spell_staticfield_tooltipextendedbelowline
82bb49114d spell_summonerbarrier_name
33f7b497e6 spell_summonerbarrier_summary
792636fac8 spell_summonerbarrier_tooltip
8279e74e63 spell_summonerboost_name
d3a2d40e5c spell_summonerboost_summary
79d72b098c spell_summonerboost_tooltip
e12bed19a5 spell_summonerdot_name
73168f0919 spell_summonerdot_summary
2565ae58bf spell_summonerdot_tooltip
a59ec119fb spell_summonerexhaust_name
4046be1314 spell_summonerexhaust_summary
63742da091 spell_summonerexhaust_tooltip
1e970a81a3 spell_summonerflash_name
6925ee2e98 spell_summonerflash_summary
2e7a750e7a spell_summonerflash_tooltip
87fc382bee spell_summonerhaste_name
bcabc38979 spell_summonerhaste_summary
0d5907530d spell_summonerhaste_tooltip
a2d2d25451 spell_summonerheal_name
d0f2d3fc91 spell_summonerheal_summary
2efc0dc301 spell_summonerheal_tooltip
86e8e9cd7f spell_summonerhexflash_name
db2ab81094 spell_summonerhexflash_tooltip
defb46ca69 spell_summonermana_name
b1349e18f7 spell_summonermana_summary
d0bc854af3 spell_summonermana_tooltip
a8360f88aa spell_summonersmite_name
2440b99a64 spell_summonersmite_summary
651ad95c05 spell_summonersmite_tooltip
0cc62ff07d spell_summonersmiteduel_name
cc8654d221 spell_summonersmiteduel_tooltip
0165b10828 spell_summonersmiteplayerganker_name
a3e443193b spell_summonersmiteplayerganker_tooltip
0811735b9e spell_summonersnowball_name
ee8057a518 spell_summonersnowball_summary
df55111eb4 spell_summonersnowball_tooltip
19be2c2f77 spell_summonerteleport_cooldown
b07210e3bd spell_summonerteleport_name
8f5d6e6c72 spell_summonerteleport_summary
579458ce63 spell_summonerteleport_tooltip
3c90be7d84 spell_swaine2_tooltip
8b6e054a47 spell_swaine_name
773206bbd5 spell_swaine_summary
13ae976d61 spell_swaine_tooltip
57672e187b spell_swaine_tooltipextended
5dd79daf0f spell_swainpassive_tooltip
e00cf66567 spell_swainq_name
48cec64250 spell_swainq_summary
9235457a0d spell_swainq_tooltip
5990aa4e70 spell_swainr_minimumdemonflaredamage
52609d6702 spell_swainr_name
4b27e5b2c7 spell_swainr_summary
f4ed1a9d1a spell_swainr_tooltip
f66f675893 spell_swainrability_cost
4091975be4 spell_swainrsoulflare_name
3417bd5717 spell_swainrsoulflare_tooltip
080b487a25 spell_swainw_name
f17775f77d spell_swainw_summary
cf85109d14 spell_swainw_tooltip
8e7f6555a8 spell_swainw_tooltipextendedbelowline
79376c1733 spell_swipe_name
578a65da7c spell_swipe_summary
402be5d79d spell_swipe_tooltip
364d2d7d8d spell_swipe_tooltipextended
f467efc5bd spell_sylase_cooldown
011eba9c93 spell_sylase_name
1a8dde5e81 spell_sylase_summary
346c799cd6 spell_sylase_tooltip
4bd12215ab spell_sylaspassive_name
a8dd23ed28 spell_sylaspassive_summary
685b8fe51d spell_sylaspassive_tooltip
5e37e38529 spell_sylaspassive_tooltipextendedbelowline
721f275998 spell_sylasq_name
97b37d39e4 spell_sylasq_summary
12900558e5 spell_sylasq_tooltip
da26e3f220 spell_sylasq_tooltipextendedbelowline
694ef31875 spell_sylasr_name
45cf6ba8eb spell_sylasr_summary
bf366ddc0e spell_sylasr_tooltip
19064f1cdf spell_sylasr_tooltipextendedbelowline
f1200ab2fb spell_sylasw_name
862a3adedd spell_sylasw_summary
06682b4f61 spell_sylasw_tooltip
8a1dc84756 spell_syndrae_name
6b6569ae1e spell_syndrae_summary
2e4947fc15 spell_syndrae_tooltip
930f1c5457 spell_syndrae_tooltipextendedbelowline
fa98fefdfb spell_syndrapassive_name
cda593a856 spell_syndrapassive_summary
3cb139a2c6 spell_syndrapassive_tooltip
2ff654fe68 spell_syndraq_name
6f6ea1b518 spell_syndraq_summary
c8a3cc2eca spell_syndraq_tooltip
d138e76e67 spell_syndraq_tooltipextendedbelowline
c5429c71e6 spell_syndrar_name
5556b44398 spell_syndrar_summary
1fc2485149 spell_syndrar_tooltip
c9b7fe5a30 spell_syndraw_name
809ee81764 spell_syndraw_summary
b2f7c8dc77 spell_syndraw_tooltip
ae905b5009 spell_syndraw_tooltipextendedbelowline
64cbccf4a0 spell_tahmkenche_levelupthickskinratio
5a7cff2635 spell_tahmkenche_name
76936edbfe spell_tahmkenche_summary
20924357b5 spell_tahmkenche_tooltip
0d1ef1f144 spell_tahmkenche_tooltipextendedbelowline
9f11b7588c spell_tahmkenchnewr_incombat
cd06191e1b spell_tahmkenchnewr_name
ab80677ba4 spell_tahmkenchnewr_summary
b343a47d51 spell_tahmkenchnewr_tooltip
58a5ab226a spell_tahmkenchnewr_tooltipextendedbelowline
fa842195c8 spell_tahmkenchpassive_name
7d1df9e001 spell_tahmkenchpassive_summary
f45b90cd94 spell_tahmkenchpassive_tooltip
06ad2da65a spell_tahmkenchq_missinghealthhealing
59458822fe spell_tahmkenchq_name
9a3e9a04d5 spell_tahmkenchq_summary
fde99c704d spell_tahmkenchq_tooltip
3d7d59a657 spell_tahmkenchq_tooltipextendedbelowline
1557d69914 spell_tahmkenchr2_name
3ddad7aab4 spell_tahmkenchr2_summary
03c4548f43 spell_tahmkenchr2_tooltip
79b4a3811c spell_tahmkenchr_name
0fb6fb8597 spell_tahmkenchr_summary
5a78e17825 spell_tahmkenchr_tooltip
3c6d3fb6b9 spell_tahmkenchrwrapper_allyslowamount
38be60bf11 spell_tahmkenchrwrapper_cooldown
2bd205766c spell_tahmkenchrwrapper_cost
1887bdc036 spell_tahmkenchrwrapper_tooltipextendedbelowline
38c22a8455 spell_tahmkenchw2_name
8594cd1445 spell_tahmkenchw_name
9e66c14f60 spell_tahmkenchw_summary
4294b9b861 spell_tahmkenchw_tooltip
cf27e85726 spell_tahmkenchw_tooltipextendedbelowline
4a0d4002c8 spell_tailwindself_name
02ba2fc0f5 spell_tailwindself_summary
65a92c32cb spell_tailwindself_tooltip
cca1c39318 spell_tailwindself_tooltipextended
ac80fa858a spell_takedown_name
0e8ae3b4fb spell_takedown_summary
12b71230fc spell_takedown_tooltip
e1a19df47c spell_takedown_tooltipextendedbelowline
a5d4581526 spell_taliyahe_name
e6ef83e8a9 spell_taliyahe_summary
bbc2319ff8 spell_taliyahe_tooltip
7db0c09af0 spell_taliyahe_tooltipextendedbelowline
01d3aadf45 spell_taliyahq_name
195025836e spell_taliyahq_summary
07ec7b48ec spell_taliyahq_tooltip
3d5f1fe287 spell_taliyahq_tooltipextendedbelowline
69b02389f4 spell_taliyahr_name
86cdb934d2 spell_taliyahr_summary
7845c90e1b spell_taliyahr_tooltip
24ae83a693 spell_taliyahr_tooltipextendedbelowline
15a8f420ed spell_taliyahwvc_name
2a85e5131f spell_taliyahwvc_summary
60f4674cda spell_taliyahwvc_tooltip
55ec89504e spell_talone_cooldown
c42ff4d28d spell_talone_name
03c3a60364 spell_talone_summary
8625e2e83d spell_talone_tooltip
f8e7a80eef spell_talone_wallcooldown
ed2a9d1803 spell_talonpassive_name
efe4cc9f75 spell_talonpassive_summary
53d1799f85 spell_talonpassive_tooltipextended
0fc9adcd0d spell_talonq_cooldown
45ed40faa6 spell_talonq_name
3ff58a321c spell_talonq_summary
7fb9cff0bb spell_talonq_tooltip
40594ec121 spell_talonq_tooltipextendedbelowline
3abdc28a30 spell_talonr_name
659f354c77 spell_talonr_summary
8349c4304c spell_talonr_tooltip
fd7c6cc44d spell_talonr_tooltipextendedbelowline
b84d21bc8a spell_talonw_name
8ce3365605 spell_talonw_summary
866479856c spell_talonw_tooltip
c30c76d97e spell_tantrum_name
ba706c576c spell_tantrum_summary
5b8d744a5a spell_tantrum_tooltip
6cd49f0834 spell_tarice_name
2796f92704 spell_tarice_summary
8925e72ef0 spell_tarice_tooltip
98039d1307 spell_taricpassive_name
02d33c5438 spell_taricpassive_summary
a9854a11c7 spell_taricpassive_tooltip
d586f0f7f6 spell_taricq_cost
47700c0f6a spell_taricq_name
d279e00f8c spell_taricq_summary
2930030445 spell_taricq_tooltip
7cc7de0a79 spell_taricr_name
5bf0473a88 spell_taricr_summary
6d7b8320ed spell_taricr_tooltip
329ee9b0d2 spell_taricw_name
fe83857a75 spell_taricw_summary
acb7f32b8c spell_taricw_tooltip
f8d591ddac spell_taricw_tooltipextended
34bda1aa38 spell_taricw_tooltipextendedbelowline
2d69a0b542 spell_teemorcast_bouncedistance
a18b3378cb spell_teemorcast_cooldown
d2fd38e0bf spell_teemorcast_name
c3535115be spell_teemorcast_summary
50ab40893f spell_teemorcast_tooltip
625234387e spell_terrify_name
0300773880 spell_terrify_summary
f61e66d8a3 spell_terrify_tooltip
2a55c5b88b spell_tft2_aatroxq_name
a5d91096fd spell_tft2_amumur_name
bd9c2e35a7 spell_tft2_amumur_tooltip
c56e24c4ce spell_tft2_annier_initialdamage
040059719f spell_tft2_annier_name
3efd3f84b4 spell_tft2_annier_tibbersdamage
20b7e42838 spell_tft2_annier_tooltip
e9af2639ac spell_tft2_asheq_damagelist
0137b82424 spell_tft2_asheq_name
ffe7a548ad spell_tft2_asheq_tooltip
624c681b36 spell_tft2_aurelionsolr_name
1162bb8592 spell_tft2_aurelionsolr_tooltip
49f06764bf spell_tft2_azirw_name
c73b29569a spell_tft2_azirw_tooltip
5036f1f856 spell_tft2_bardr_name
e708b913f0 spell_tft2_bardr_tooltip
f69460f1b5 spell_tft2_braume_name
ff11ae4cfb spell_tft2_braume_tooltip
9ee476a71e spell_tft2_dianaw_name
ef4ac22970 spell_tft2_dianaw_orbs
594d97a1f5 spell_tft2_dianaw_tooltip
baba8429bb spell_tft2_drmundor_name
62df85e7bf spell_tft2_drmundor_tooltip
646aa71117 spell_tft2_ezrealq_name
f71b6fbf39 spell_tft2_ezrealq_tooltip
11435e33ec spell_tft2_ezrealr_name
f79f68ffe0 spell_tft2_ezrealr_tooltip
5fad4cd792 spell_tft2_iverne_name
4d865098cc spell_tft2_iverne_tooltip
a755844ee8 spell_tft2_jannar_name
a47587d07f spell_tft2_jannar_tooltip
53fcc4a60d spell_tft2_jaxe_name
f1e9388718 spell_tft2_jaxe_tooltip
2ef21c8edf spell_tft2_karmae_name
cffc7bec23 spell_tft2_karmae_tooltip
17f3694355 spell_tft2_karmaw_name
618320a0bb spell_tft2_karmaw_tooltip
b2e9330cac spell_tft2_khazixr_
d23aa5607e spell_tft2_khazixr_bonusdamage
b824061a7e spell_tft2_khazixr_duration
