382d671b ADRatio
0dda70a9 PerkSlot
0e56cd5e PerkStyle
fa14559a Perks/StatMods/AbilityPower
7cdaeba3 Perks/StatMods/Adaptive
6e1e185c Perks/StatMods/AdaptiveScaling
7116685c Perks/StatMods/Armor
4a864080 Perks/StatMods/AttackDamage
c62c2cc0 Perks/StatMods/AttackSpeed
93d0947d Perks/StatMods/CDRScaling
787ccb97 Perks/StatMods/Health
85030b00 Perks/StatMods/HealthScaling
50be9fd2 Perks/StatMods/MagicRes
cda08d7b Perks/StatMods/MovementSpeed
8ce86f5a Perks/Styles/Domination
05792b5a Perks/Styles/Domination/CheapShot
23b9c8a4 Perks/Styles/Domination/DarkHarvest
c1a4fb69 Perks/Styles/Domination/DarkHarvest/Particles/Perks_SoulReaper_Buff
73919ffe Perks/Styles/Domination/DarkHarvest/Particles/Perks_SoulReaper_Burst
573a02f8 Perks/Styles/Domination/DarkHarvest/Particles/Perks_SoulReaper_Minion_Soul
cca0d883 Perks/Styles/Domination/DarkHarvest/Particles/Perks_SoulReaper_Mis
180232ce Perks/Styles/Domination/DarkHarvest/Particles/Perks_SoulReaper_Soul_Idle
afb08a87 Perks/Styles/Domination/DarkHarvest/Particles/Perks_SoulReaper_Tar
54d74377 Perks/Styles/Domination/DarkHarvest/Spells/DarkHarvestMis
05c2fe11 Perks/Styles/Domination/DarkHarvest/Spells/KSDarkHarvestPickupMis
6ff1e50c Perks/Styles/Domination/DomInsSetBonus
d0dfa961 Perks/Styles/Domination/DomPreSetBonus
a1d71772 Perks/Styles/Domination/DomResSetBonus
4bf5b5d4 Perks/Styles/Domination/DomSorSetBonus
19c6aeb6 Perks/Styles/Domination/Electrocute
11a28d80 Perks/Styles/Domination/Electrocute/Particles/Perks_Electrocute_AOE
cc1a07b1 Perks/Styles/Domination/EyeballCollection
54d589b4 Perks/Styles/Domination/GhostPoro
649e08cf Perks/Styles/Domination/GhostPoro/Particles/Perks_GhostPoro_Idle
b88ca933 Perks/Styles/Domination/GhostPoro/Particles/Perks_GhostPoro_Mustache
87858fab Perks/Styles/Domination/GhostPoro/Particles/Perks_GhostPoro_VisionRing
448c6610 Perks/Styles/Domination/GhostPoro/Particles/Perks_GhostPoro_VisionRing_Enemy
e19bf56f Perks/Styles/Domination/HailOfBlades
7222048a Perks/Styles/Domination/HailOfBlades/Particles/Perks_HailOfBlades_Buff
a4b1da89 Perks/Styles/Domination/HailOfBlades/Particles/Perks_HailOfBlades_Buff_Warning
55d52ebc Perks/Styles/Domination/IngeniousHunter
e4b51968 Perks/Styles/Domination/Predator
2f193336 Perks/Styles/Domination/Predator/Particles/Perks_Lycanthropy_Channel
d82d4392 Perks/Styles/Domination/Predator/Particles/Perks_Lycanthropy_Haste
2fb9d5d2 Perks/Styles/Domination/Predator/Particles/Perks_Lycanthropy_Mark
d122303e Perks/Styles/Domination/Predator/Particles/Perks_Lycanthropy_Tar
100e3bd2 Perks/Styles/Domination/RavenousHunter
fea915c8 Perks/Styles/Domination/RavenousHunter/Particles/Perks_BountyHunter_Buff
cb38d9e3 Perks/Styles/Domination/RavenousHunter/Particles/Perks_BountyHunter_Debuff
5d17b334 Perks/Styles/Domination/RelentlessHunter
d4089bc6 Perks/Styles/Domination/SuddenImpact
36742949 Perks/Styles/Domination/TasteOfBlood
b5d9d0a9 Perks/Styles/Domination/TasteOfBlood/Particles/Perks_TasteOfBlood_Heal
4219e0ae Perks/Styles/Domination/UltimateHunter
ed7643c3 Perks/Styles/Domination/ZombieWard
5a85bca1 Perks/Styles/Domination/ZombieWard/Particles/Perks_CorruptedWard_Burst
0038a393 Perks/Styles/Domination/ZombieWard/Particles/Perks_CorruptedWard_Idle
97720998 Perks/Styles/Domination/ZombieWard/Particles/Perks_CorruptedWard_Spawn
450a1a64 Perks/Styles/Domination/ZombieWard/Spells/ZombieWard_Mis
dcd0891e Perks/Styles/Inspiration
d57020c6 Perks/Styles/Inspiration/BiscuitDelivery
2eddcd4b Perks/Styles/Inspiration/CelestialBody
f4fa51eb Perks/Styles/Inspiration/CosmicInsight
08adff11 Perks/Styles/Inspiration/FuturesMarket
575c29bd Perks/Styles/Inspiration/GlacialAugment
272ec144 Perks/Styles/Inspiration/GlacialAugment/Particles/Perks_GlacialAugment_Beam
b547cc5f Perks/Styles/Inspiration/GlacialAugment/Particles/Perks_GlacialAugment_Beam_Enemy
48f1b9fd Perks/Styles/Inspiration/GlacialAugment/Particles/Perks_GlacialAugment_Melee
960e59e6 Perks/Styles/Inspiration/GlacialAugment/Particles/Perks_GlacialAugment_Mis
5d30fbfa Perks/Styles/Inspiration/GlacialAugment/Particles/Perks_GlacialAugment_Slow
00fd658c Perks/Styles/Inspiration/GlacialAugment/Particles/Perks_GlacialAugment_Slow_Off
8a73640e Perks/Styles/Inspiration/GlacialAugment/Spells/Perks_GlacialAugment_Mis
c7256f1f Perks/Styles/Inspiration/HextechFlashtraption
1b821471 Perks/Styles/Inspiration/HextechFlashtraption/Particles/Perks_Dontblink_Tar
77e0b5b0 Perks/Styles/Inspiration/HextechFlashtraption/Particles/Perks_HextechFlashtraption_Cas
3ae1a4ba Perks/Styles/Inspiration/HextechFlashtraption/Particles/Perks_HextechFlashtraption_Channel
aa612bd4 Perks/Styles/Inspiration/InsDomSetBonus
f9aca18d Perks/Styles/Inspiration/InsPreSetBonus
7ee5af4e Perks/Styles/Inspiration/InsResSetBonus
82f47890 Perks/Styles/Inspiration/InsSorSetBonus
4d2ff5c4 Perks/Styles/Inspiration/Kleptomancy
51697ace Perks/Styles/Inspiration/Kleptomancy/KleptomancyVFX
bd255c09 Perks/Styles/Inspiration/Kleptomancy/Particles/Perks_Looter_Biscuit_Get
988c002f Perks/Styles/Inspiration/Kleptomancy/Particles/Perks_Looter_Elixir_Get
ba26a8cd Perks/Styles/Inspiration/Kleptomancy/Particles/Perks_Looter_Gold
aaf921d4 Perks/Styles/Inspiration/Kleptomancy/Particles/Perks_Looter_Gold_Child
4d3bf017 Perks/Styles/Inspiration/Kleptomancy/Particles/Perks_Looter_HealthPot_Get
b9034847 Perks/Styles/Inspiration/Kleptomancy/Particles/Perks_Looter_Item_Get
01acc2e8 Perks/Styles/Inspiration/Kleptomancy/Particles/Perks_Looter_ManaPot_Get
1dd1fff2 Perks/Styles/Inspiration/Kleptomancy/Particles/Perks_Looter_Ward_Get
bb42cc64 Perks/Styles/Inspiration/MagicalFootwear
dbb15a0e Perks/Styles/Inspiration/MagicalFootwear/Particles/Perks_MagicalFootwear_Fanfare
af36107f Perks/Styles/Inspiration/MinionDematerializer
8164c0d7 Perks/Styles/Inspiration/MinionDematerializer/Particles/Perks_ClearChoice_Active
51b8e12f Perks/Styles/Inspiration/MinionDematerializer/Particles/Perks_ClearChoice_Impact
a0fd1a9e Perks/Styles/Inspiration/PerfectTiming
4e669505 Perks/Styles/Inspiration/TimeWarpTonic
1d3166f3 Perks/Styles/Inspiration/UnsealedSpellbook
a1cb11a6 Perks/Styles/Precision
3e06a909 Perks/Styles/Precision/Conqueror
ecdfdfa4 Perks/Styles/Precision/Conqueror/Particles/Perks_Conqueror_Activate
830b98d8 Perks/Styles/Precision/Conqueror/Particles/Perks_Conqueror_Buff
91db97c1 Perks/Styles/Precision/CoupDeGrace
442da689 Perks/Styles/Precision/CutDown
95377ddc Perks/Styles/Precision/FleetFootwork
9221d184 Perks/Styles/Precision/FleetFootwork/Particles/Perks_FleetFootwork_Buff
04b6dff6 Perks/Styles/Precision/FleetFootwork/Particles/Perks_FleetFootwork_Cas
b03d5048 Perks/Styles/Precision/FleetFootwork/Particles/Perks_FleetFootwork_Haste
0470a713 Perks/Styles/Precision/FleetFootwork/Particles/Perks_FleetFootwork_Heal
350acecf Perks/Styles/Precision/FleetFootwork/Particles/Perks_FleetFootwork_Heal_Mis
c4d1e2e5 Perks/Styles/Precision/LegendAlacrity
a11d9ab0 Perks/Styles/Precision/LegendBloodline
afd592c3 Perks/Styles/Precision/LegendBloodline/Particles/Perks_LegendBloodline_Max_Stacks
0cb4743f Perks/Styles/Precision/LegendBloodline/Particles/Perks_LegendBloodline_Stack
a2db0cd6 Perks/Styles/Precision/LegendBloodline/Particles/Perks_LegendBloodline_Stack_Child
3d7eb997 Perks/Styles/Precision/LegendTenacity
3c9c5ecc Perks/Styles/Precision/LethalTempo
d17fcd3c Perks/Styles/Precision/LethalTempo/Particles/Perks_LethalTempo_Buff
a1bfac2b Perks/Styles/Precision/LethalTempo/Particles/Perks_LethalTempo_Buff_Warning
fd4914ff Perks/Styles/Precision/Overheal
17b1eec6 Perks/Styles/Precision/Overheal/Particles/Perks_Overheal_Shield
a201b53e Perks/Styles/Precision/Overheal/Particles/Perks_Overheal_Shield_Pop
251b4f77 Perks/Styles/Precision/PreDomSetBonus
ec11ecff Perks/Styles/Precision/PreInsSetBonus
c43cd7f5 Perks/Styles/Precision/PreResSetBonus
20fd5113 Perks/Styles/Precision/PreSorSetBonus
be5de13b Perks/Styles/Precision/PresenceOfMind
5c9ea84a Perks/Styles/Precision/PresenceOfMind/Particles/Perks_PresenceOfMind_Mis
4a4b57c9 Perks/Styles/Precision/PressTheAttack
414bc4ee Perks/Styles/Precision/PressTheAttack/Particles/Perks_TunnelVision_03
454bcb3a Perks/Styles/Precision/PressTheAttack/Particles/Perks_TunnelVision_07
3b497ce5 Perks/Styles/Precision/PressTheAttack/Particles/Perks_TunnelVision_11
6da88633 Perks/Styles/Precision/PressTheAttack/Particles/Perks_TunnelVision_DamageAmpTar
e0a7184a Perks/Styles/Precision/PressTheAttack/Particles/Perks_TunnelVision_Tar
d2edede6 Perks/Styles/Precision/PressTheAttack/Particles/Perks_TunnelVision_Target
5be0ce9a Perks/Styles/Precision/Triumph
1896332c Perks/Styles/Precision/Triumph/Particles/Perks_Triumph_Mis
7d755c92 Perks/Styles/Resolve
6b426837 Perks/Styles/Resolve/Aftershock
4c068af6 Perks/Styles/Resolve/Aftershock/Particles/Perks_Aftershock_AOE
e53c615a Perks/Styles/Resolve/Aftershock/Particles/Perks_Aftershock_Buff
2fc8756e Perks/Styles/Resolve/Aftershock/Particles/Perks_Aftershock_Tar
2a6dbfac Perks/Styles/Resolve/BonePlating
56c13fcf Perks/Styles/Resolve/BonePlating/Particles/BonePlating_Buckler2
01619974 Perks/Styles/Resolve/BonePlating/Particles/Perks_BonePlating_Break
f6bffe47 Perks/Styles/Resolve/Chrysalis
487676f5 Perks/Styles/Resolve/Chrysalis/Particles/Perks_Chrysalis_Ceremony
e47bef28 Perks/Styles/Resolve/Conditioning
18fc00bb Perks/Styles/Resolve/Conditioning/Particles/Perks_Conditioning_Active
034c9ad0 Perks/Styles/Resolve/Demolish
2da12a1d Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Crystal
53439d1a Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Crystal_0_Pop
bd280429 Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Crystal_0_Pop_Ally
3b09883d Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Crystal_1_Pop
300553f4 Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Crystal_1_Pop_Ally
3c06ca94 Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Crystal_2_Pop
7e590923 Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Crystal_2_Pop_Ally
6db2e277 Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Crystal_3_Pop
6b2dd126 Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Crystal_3_Pop_Ally
0c27202e Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Crystal_4_Pop
73257c7d Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Crystal_4_Pop_Ally
54427271 Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Crystal_5_Pop
71cf7d98 Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Crystal_5_Pop_Ally
8fc1a670 Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Crystal_6
b9a3cd6f Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Crystal_6_Ally
41e27694 Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Crystal_Ally
5ec4adc5 Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Crystal_Pop
ff823c75 Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Empowered
27023b7d Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Energy_Beam
97987e6b Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Floor_Diamonds
eb071ffa Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Floor_Diamonds_Ally
9372e6ab Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Floor_Diamonds_Ready
58bc126e Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Range
6e14f6c8 Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Tar
7440a307 Perks/Styles/Resolve/Demolish/Particles/Perks_Demolish_Tar_Self
b4797ae5 Perks/Styles/Resolve/FontOfLife
454b79b8 Perks/Styles/Resolve/FontOfLife/Particles/Perks_FontofLife_Beam
ed4143fd Perks/Styles/Resolve/FontOfLife/Particles/Perks_FontofLife_Heal
8bde181d Perks/Styles/Resolve/FontOfLife/Particles/Perks_FontofLife_Marker
56d286a7 Perks/Styles/Resolve/FontOfLife/Particles/Perks_FontofLife_Marker_Pulse
ddb443de Perks/Styles/Resolve/GraspOfTheUndying
b3b6303b Perks/Styles/Resolve/GraspOfTheUndying/Particles/Perks_RuinedKing_Buff
e40e3d10 Perks/Styles/Resolve/GraspOfTheUndying/Particles/Perks_RuinedKing_Heal
f5127f18 Perks/Styles/Resolve/GraspOfTheUndying/Particles/Perks_RuinedKing_Heal_Mis
e793a15d Perks/Styles/Resolve/GraspOfTheUndying/Particles/Perks_RuinedKing_Tar
4baee5eb Perks/Styles/Resolve/GraspOfTheUndying/Spells/RuinedKing_HealMis
ca170404 Perks/Styles/Resolve/Guardian
b7a8270d Perks/Styles/Resolve/Guardian/Particles/Perk_Guardian_Break
7897661a Perks/Styles/Resolve/Guardian/Particles/Perk_Guardian_GroundIndicator
168d2df1 Perks/Styles/Resolve/Guardian/Particles/Perk_Guardian_Mis
2ebdeaab Perks/Styles/Resolve/Guardian/Particles/Perk_Guardian_Orb
56ba7f7b Perks/Styles/Resolve/Guardian/Particles/Perk_Guardian_Shield
9848f7e3 Perks/Styles/Resolve/Guardian/Particles/Perks_Guardian_Active
43792dd7 Perks/Styles/Resolve/Guardian/Particles/Perks_Guardian_Shield_AOE_Ally
20d1abee Perks/Styles/Resolve/Guardian/Particles/Perks_Guardian_Timer
85977a9c Perks/Styles/Resolve/IronSkin
4b0922c6 Perks/Styles/Resolve/MirrorShell
966ece1e Perks/Styles/Resolve/Overgrowth
c591bfeb Perks/Styles/Resolve/Overgrowth/Particles/Perks_Overgrowth_Stack
5d937a9e Perks/Styles/Resolve/ResDomSetBonus
c5638aae Perks/Styles/Resolve/ResInsSetBonus
7ccd7f37 Perks/Styles/Resolve/ResPreSetBonus
0be8f3fa Perks/Styles/Resolve/ResSorSetBonus
1ba85522 Perks/Styles/Resolve/Revitalize
d9ab9879 Perks/Styles/Resolve/SecondWind
5a9fac7c Perks/Styles/Resolve/ShieldBash
438e5ab6 Perks/Styles/Resolve/Unflinching/Particles/Perks_Perseverance_Buff
c438eb3b Perks/Styles/Sorcery
e6655bd7 Perks/Styles/Sorcery/AbsoluteFocus
f849f61a Perks/Styles/Sorcery/ArcaneComet
3d12958c Perks/Styles/Sorcery/ArcaneComet/Particles/Perks_Meteor_AOE_Ring
60f40dc7 Perks/Styles/Sorcery/ArcaneComet/Particles/Perks_Meteor_AOE_Ring_Enemy
1a2e9035 Perks/Styles/Sorcery/ArcaneComet/Particles/Perks_Meteor_AOE_Tar
473a3417 Perks/Styles/Sorcery/ArcaneComet/Particles/Perks_Meteor_Cas
5e1f0ef5 Perks/Styles/Sorcery/ArcaneComet/Particles/Perks_Meteor_Mis
5751083c Perks/Styles/Sorcery/ArcaneComet/Particles/Perks_Meteor_Ready_Idle
79761c46 Perks/Styles/Sorcery/ArcaneComet/Particles/Perks_Meteor_Ready_Idle_Offset
02bb9b53 Perks/Styles/Sorcery/ArcaneComet/Particles/Perks_Meteor_Ready_Idle_Offset_Child
1f2ae6e9 Perks/Styles/Sorcery/ArcaneComet/Particles/Perks_Meteor_Tar
1b8bbb5d Perks/Styles/Sorcery/Celerity
be4ec44e Perks/Styles/Sorcery/GatheringStorm
d004c8ee Perks/Styles/Sorcery/GatheringStorm/Particles/Perks_GatheringStorm_Active
9619d7b8 Perks/Styles/Sorcery/ManaflowBand
54c31ddd Perks/Styles/Sorcery/ManaflowBand/Particles/Perks_ManaflowBand_Buff
eed4fa42 Perks/Styles/Sorcery/ManaflowBand/Particles/Perks_ManaflowBand_Burst
896d1c1d Perks/Styles/Sorcery/ManaflowBand/Particles/Perks_ManaflowBand_Cas
a2740c8a Perks/Styles/Sorcery/ManaflowBand/Particles/Perks_ManaflowBand_Completion
5f1cfdae Perks/Styles/Sorcery/NimbusCloak
c468c1bb Perks/Styles/Sorcery/NimbusCloak/Particles/NimbusCloakBlast
244f06a4 Perks/Styles/Sorcery/NimbusCloak/Particles/NimbusCloakBuildUp
5f83bbeb Perks/Styles/Sorcery/NimbusCloak/Particles/NimbusCloakCharge
d57c3a8f Perks/Styles/Sorcery/NimbusCloak/Particles/Perks_NimbusCloak_Buff
47092aac Perks/Styles/Sorcery/NullifyingOrb
450169d7 Perks/Styles/Sorcery/NullifyingOrb/Particles/Perks_NullifyingOrb_Shield
06740457 Perks/Styles/Sorcery/NullifyingOrb/Particles/Perks_NullifyingOrb_Shield_Break
a95ce1c1 Perks/Styles/Sorcery/PhaseRush
113fc6e8 Perks/Styles/Sorcery/PhaseRush/Particles/Perks_Spellslingers_Active
eea6b391 Perks/Styles/Sorcery/PhaseRush/Particles/Perks_Spellslingers_Haste
34b3256c Perks/Styles/Sorcery/Scorch
583806c5 Perks/Styles/Sorcery/Scorch/Particles/Perks_Scorch_Buildup
3c0ebd9d Perks/Styles/Sorcery/Scorch/Particles/Perks_Scorch_GroundParticle
a416e7a7 Perks/Styles/Sorcery/Scorch/Particles/Perks_Scorch_Tar
2467e06f Perks/Styles/Sorcery/SorDomSetBonus
61d7d077 Perks/Styles/Sorcery/SorInsSetBonus
dcfeb846 Perks/Styles/Sorcery/SorPreSetBonus
f1f58ced Perks/Styles/Sorcery/SorResSetBonus
313f613c Perks/Styles/Sorcery/SummonAery
6f601b65 Perks/Styles/Sorcery/SummonAery/Particles/Perks_Aery_Attack_Mis
40598ba8 Perks/Styles/Sorcery/SummonAery/Particles/SummonAery_Ally_Mis
866eaa0f Perks/Styles/Sorcery/SummonAery/Particles/SummonAery_Child_Mis_Self
cac30ab9 Perks/Styles/Sorcery/SummonAery/Particles/SummonAery_Child_PersistEnemy
dca98b40 Perks/Styles/Sorcery/SummonAery/Particles/SummonAery_Child_PersistEnemy_Death
e0a5ca82 Perks/Styles/Sorcery/SummonAery/Particles/SummonAery_Child_ShieldDeath
7af8835d Perks/Styles/Sorcery/SummonAery/Particles/SummonAery_Despawn_Hide
ec2cb7ec Perks/Styles/Sorcery/SummonAery/Particles/SummonAery_Footstep_Sound
2f0cf550 Perks/Styles/Sorcery/SummonAery/Particles/SummonAery_Mis_Self
f105b390 Perks/Styles/Sorcery/SummonAery/Particles/SummonAery_OnHit_Tar
7f17dd0d Perks/Styles/Sorcery/SummonAery/Particles/SummonAery_Persist_Enemy
115b73d3 Perks/Styles/Sorcery/SummonAery/Particles/SummonAery_Recall_TailBlur
67f63be4 Perks/Styles/Sorcery/SummonAery/Particles/SummonAery_Return_Spawn
5bf5fa1f Perks/Styles/Sorcery/SummonAery/Particles/SummonAery_Shield
fe6822ea Perks/Styles/Sorcery/SummonAery/Particles/SummonAery_Target_Despawn
dd49b569 Perks/Styles/Sorcery/SummonAery/Spells/Perks_Aery_Ally
7c749d8f Perks/Styles/Sorcery/SummonAery/Spells/Perks_Aery_Hide
62e2e1bd Perks/Styles/Sorcery/SummonAery/Spells/Perks_Aery_Return
36c2309d Perks/Styles/Sorcery/TheUltimateHat
4927a7bb Perks/Styles/Sorcery/Transcendence
64707098 Perks/Styles/Sorcery/Transcendence/Particles/Perks_Transcendence_Active
135debea Perks/Styles/Sorcery/Waterwalking
bb05e1bd Perks/Template
0927feb8 PersistSlowResist
b60e6a51 PersistsThroughDeath
f1ed03d1 PhysicalDamage
9343f6f4 PhysicalDamageCritical
1c081003 PhysicsMovement
7201bb23 PingMuting
5acfdf50 PlatformSpellInfo
d0d30c2a PlayerMinion
c2c92932 Polymorphed
c6247c5d PopupMessages
5682efea PracticeTool
9386b547 PracticeToolDPS
db586aaf PracticeToolLastHit
49f84484 PracticeToolTotal
00154906 PreloadData
6faefc1d PreloadResourceName
a66424c6 PresetAnimatorCheat
0b44452a Price
a97790c4 PrimalFury
bbd81e0d PrimaryAbilityResource
cb9f11d2 PrimaryAbilityResourceBar
f4bd82be Project
8943e84d ProjectAnnouncer
159dd1a8 PromoController
95d58f62 Purchase
cdbc1b2a QuestComplete
0b13c31a QuestReceived
34e71c29 QueuedOrdersTriggerPreIssueOrder
1be488a9 RBaseDamage
3ca74b62 RCoefficient
b66bca58 RCooldown
e5c69450 RDamage
b109a034 RRatio
7eb2af0c Rage
fadc0cd2 Range
5a81bdb0 Recall
29727fa5 RecallDecalData
373111c9 RecallLeadIn
56f19edd RechargeTime
cde2220f RechargeTimeMin
64806c29 ReconnectScriptsWhilePaused
92fc4077 ReduceClientCameraReplication
06c09c26 RegenDuration
ab4f74ad RegenFlat
0beab883 RegenPercentMax
c7e8b7af RegenSeconds
22df6f20 RegionSettings
f762be03 RemoveNullRepMrgTemp
5a4c5648 RenderComponent
fbfd48ce RenderStyleData
3bf05b38 RenderUIPingMenu
da0bc105 ResetGoldCheat
d2f58721 ResourceMap
ef3a0f33 ResourceResolver
0b0f01e9 Respawn2D
0a377624 Result
5e3d1c98 Resurrecting
35cefd8d RootDuration
a0c57a4c Rooted
2acd4eca Run
455218d0 SR
10d1460c ScanWidthOverride
d22f9095 Score
788c1f81 ScoreDarkStar
21de82da ScoreProject0
22de846d ScoreProject1
631b482e ScreenOffset
dbf27281 ScriptCheat
be608a4c ScriptGlobalProperties
69400df7 ScriptHistoryIsAStack
a687a6a3 ScriptSequence
f95bc325 SecondaryAbilityResource
26e561fa SecondaryAbilityResourceBar
dc93cefc SecondaryDamage
eb5e3232 SelectionHeight
77b9f839 SelectionPriority
50713aa3 SelectionRadius
49f4b8ca SelectorClipData
6d8884b8 SelectorPairData
645ba277 Self
ea5c9896 SelfAoe
0708c71e SelfMagicalDamageCounter
4f561671 SelfPhysicalDamageCounter
92ac539a SelfTrueDamageCounter
46493f5f SellBackModifier
3c43ef68 Sequence
f9f16781 Sequences
14a2befa ShaderLogicalParameter
816753d8 ShaderPhysicalParameter
60a292e6 ShaderStaticSwitch
31d1e223 ShaderTexture
2af09534 Shaders/Environment/DefaultEnv
594e9f0e Shaders/Environment/DefaultEnv_Flat
74ce3425 Shaders/Environment/DefaultEnv_Flat_AlphaTest
04104058 Shaders/Environment/DefaultEnv_Glow
810a5f70 Shaders/Environment/DefaultEnv_Metal
884779e2 Shaders/Environment/OD_FlowMap
e1dcc0df Shaders/PostProcess/Desaturate_Color_Overlay
a22467a2 Shaders/PostProcess/Distortion_Inverted_Vignette
8ca486ac Shaders/PostProcess/Distortion_Simple
5377f3e9 Shaders/SkinnedMesh/Aatrox_VFXBase
ff769d9b Shaders/SkinnedMesh/Addative/ScrollingUVs_MultiLayered_Addative
720ed4cf Shaders/SkinnedMesh/Addative/ScrollingUVs_MultiLayered_Fresnel_Addative
7b59bfa5 Shaders/SkinnedMesh/Ahri_Popstar_Crystal
210d4b42 Shaders/SkinnedMesh/Ahri_Popstar_Crystal_Twinkly
a51ce0a4 Shaders/SkinnedMesh/AkaliTest
3a111447 Shaders/SkinnedMesh/AnimatedLight
492b24a1 Shaders/SkinnedMesh/AnodizedMetal
e659aa9f Shaders/SkinnedMesh/Basic_FresnelHighlights_Bloom
4389439f Shaders/SkinnedMesh/CustomDissolve_Alpha
dacea215 Shaders/SkinnedMesh/CustomFresnel_ColorAndAlpha
8167d070 Shaders/SkinnedMesh/Darkstar
20a621f1 Shaders/SkinnedMesh/DiffuseDesaturation_Blend
c6dafc51 Shaders/SkinnedMesh/Diffuse_Alpha
45082af6 Shaders/SkinnedMesh/Diffuse_Bloom
06ebd082 Shaders/SkinnedMesh/Diffuse_ColorHighlight
c9fa3c46 Shaders/SkinnedMesh/Diffuse_Masked_Blend
9a44e191 Shaders/SkinnedMesh/Diffuse_Only
9483839c Shaders/SkinnedMesh/Diffuse_Rotate
4fb02cc2 Shaders/SkinnedMesh/Diffuse_Scrolling
83fe13a7 Shaders/SkinnedMesh/DirtyMetal
f39d65ca Shaders/SkinnedMesh/Fake_PaintedFresnel
345595bd Shaders/SkinnedMesh/Fake_SSS
505c1fcc Shaders/SkinnedMesh/FresnelAlpha_Basic
e9cd6639 Shaders/SkinnedMesh/FresnelAlpha_Scrolling
23e436c2 Shaders/SkinnedMesh/FresnelColor_PanningNoise_Masked
17a788cb Shaders/SkinnedMesh/FresnelMasked_new
ab1c590e Shaders/SkinnedMesh/Fresnel_Bloom_Basic
7984b507 Shaders/SkinnedMesh/Fresnel_Bloom_Mult_Noise
9e28d370 Shaders/SkinnedMesh/Glass
07400990 Shaders/SkinnedMesh/Glow_TextureSteps
75e0d746 Shaders/SkinnedMesh/GradientMappedFresnel
7078ea06 Shaders/SkinnedMesh/GradientMappedFresnel_ScrollingOverlay
aa040cfc Shaders/SkinnedMesh/Gradient_Remaped_Mask
1f7663e7 Shaders/SkinnedMesh/Gradient_Remaped_Texture
184465a1 Shaders/SkinnedMesh/Harrowing_Base
ad486c73 Shaders/SkinnedMesh/Hologram
4c80e308 Shaders/SkinnedMesh/Iridescence
9e19a431 Shaders/SkinnedMesh/Kayle_Body
dccf76a2 Shaders/SkinnedMesh/Kayle_Sword
b63b5597 Shaders/SkinnedMesh/Kayle_Wings
9fd81266 Shaders/SkinnedMesh/Kayle_Wings_Skins
9025cd79 Shaders/SkinnedMesh/LLM_BASE
aa53a318 Shaders/SkinnedMesh/LayeredMasks_RotationAndScrolling
f2909f3d Shaders/SkinnedMesh/Leona_Texture_Transition
6a53e8d4 Shaders/SkinnedMesh/MaskedBlend_Bloom
42890c84 Shaders/SkinnedMesh/MaskedGradientFresnel_ScreenSpaceBlend
63979c0b Shaders/SkinnedMesh/MaskedGradientFresnel_ScreenSpaceBlend_MultiLayer
08566011 Shaders/SkinnedMesh/MaskedLighting
4e264b3e Shaders/SkinnedMesh/MultiMask_Panner_Bloom
dbe2daf2 Shaders/SkinnedMesh/Neeko_Material
0c7fe864 Shaders/SkinnedMesh/NunuTest
19224473 Shaders/SkinnedMesh/Nunu_Bot_Faces
2797d1db Shaders/SkinnedMesh/Nunu_ScreenBackdrop
1a7b53cd Shaders/SkinnedMesh/OD_Creature
bafed020 Shaders/SkinnedMesh/Ora
b3e43e62 Shaders/SkinnedMesh/Pets
da9db625 Shaders/SkinnedMesh/Pulsefire_Ezrael
d5a8526d Shaders/SkinnedMesh/Rakan_Skin03_Cloak
f1e30c30 Shaders/SkinnedMesh/ScreenSpace_DiffuseMask_MaskedScroll
25fd1306 Shaders/SkinnedMesh/ScreenSpace_Masked
985acc4c Shaders/SkinnedMesh/ScreenSpace_Masked_DiffuseSwap
d85ce45d Shaders/SkinnedMesh/ScrollingBloomColor
932ac59c Shaders/SkinnedMesh/ScrollingCustomAlpha
