e55245ad Characters/Aatrox
b3a061bc Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Passive_Dagger_child8s_enemy
0e7c5a8b Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Passive_Dagger_death_child
543600fc Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Passive_Dagger_indicator8s
17c6e687 Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Passive_Dagger_indicator_enemy8s
9b3aa360 Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Passive_Mis
f32cd01d Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Passive_Ready_weapon
d852332c Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Passive_tar
6a530452 Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Q_Mis
c0afe320 Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Q_Mis2
8ae40555 Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Q_cas_handGlow
444098be Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Q_tar
045318aa Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_R_Body_Cas
39f70f55 Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_R_Ground_Cas
a913429b Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_R_Ground_Cas_indicator
2ff6f700 Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_R_Ground_Cas_indicator_enemy
dd1d970e Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_R_Ground_impact
c1d29abf Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_R_Tar
8c615856 Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Recall_Bird_Trail_Child
a7ea2960 Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Recall_Bird_Trail_Parent
9f0f54b2 Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Recall_Duo_Flash_01
b0f41f0b Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Recall_Duo_Flash_P_01
5017d089 Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Recall_Duo_HiFive_01
7f2d4039 Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Recall_Duo_SSG_01
e8261df9 Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Recall_Palanquin_Trail
d23baf68 Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Recall_SSG_01
a31ddf78 Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_W_Mis
0e271a08 Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_W_Rakan_Indicator
afb696a4 Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_W_Tar
31eb6ade Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_W_Transfer_Mis
f982e70a Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_W_buf
f811f86e Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_W_mis_cas
156b7a47 Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_W_return_tar
f8c5fc5b Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Xayah_Base_DaggerReturn_RootSuccess
28111de5 Characters/Xayah/Skins/Skin3/Particles/Xayah_Skin03_Xayah_Base_Taunt_ground
894f76dd Characters/Xayah/Spells/XayahBasicAttack
90dec89d Characters/Xayah/Spells/XayahCritAttack
dacbfed8 Characters/Xayah/Spells/XayahE
2ed5d2a0 Characters/Xayah/Spells/XayahEMissile
2afe203f Characters/Xayah/Spells/XayahEMissileSFX
161cd3e6 Characters/Xayah/Spells/XayahPassive
f1ff9eb0 Characters/Xayah/Spells/XayahPassiveActive
9caa8b12 Characters/Xayah/Spells/XayahPassiveAttack
eecc1e54 Characters/Xayah/Spells/XayahQ
4f311167 Characters/Xayah/Spells/XayahQMissile1
503112fa Characters/Xayah/Spells/XayahQMissile2
72f80f89 Characters/Xayah/Spells/XayahRAbility
ac4cd3fd Characters/Xayah/Spells/XayahRAbility/XayahR
45b6a8fb Characters/Xayah/Spells/XayahRMissile
eccc1b2e Characters/Xayah/Spells/XayahW
eefcda91 Characters/Xayah/Spells/XayahWHaste
8cc87e31 Characters/Xayah/Spells/XayahWMissile1
89c87978 Characters/Xayah/Spells/XayahWMissile2
e2605d4d Characters/Xayah/Spells/XayahWRakanMissile
29e18214 Characters/Xerath
80ff45ff Characters/Xerath/CAC/Xerath_Base
380bbb54 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_BA_mis
24cb4f90 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_BA_tar
b336dc55 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_BA_tar_crit
d7cb5b52 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_Death_idle_01
b8d9ba8e Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_Death_pfx_01
8fd1c9e1 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_Death_pfx_flash_01
602f9d85 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_Death_sfx_01
040c9ca8 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_E_Explosion
4c7faa38 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_E_mis
5916ce64 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_E_tar
4d340e3f Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_Emote_Dance_sfx_01
060614ef Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_Emote_Joke_sfx_01
02e2e4f5 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_Emote_Laugh_sfx_01
dd793e46 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_Emote_Taunt_sfx_01
bcb08fa7 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_P_ManaRestore
e720a1ce Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_Q_EnrageWep_buf_02
2e18f8c6 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_Q_LongRange_Warning_Audio
665f7073 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_Q_aoe_reticle_green
49327777 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_Q_aoe_reticle_red
3dfcb21e Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_Q_beam
eacfa91a Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_Q_cas
87b3c73f Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_Q_cas_charge
e6e96700 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_Q_tar
94bc2e79 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_R_DarkIron_MagmaDrip
bfc83c6a Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_R_aoe_miss
9aeb436a Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_R_aoe_reticle_green
22e642ba Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_R_aoe_reticle_red
942150bf Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_R_buf
7ff38728 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_R_buf_range1_green
0c78ad98 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_R_buf_range1_red
cc0b3639 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_R_mis
c9f01e3e Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_W_aoe_explosion
85d81bbe Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_W_aoe_green
215d11ce Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_W_aoe_red
8bb58128 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_W_cas
ad567af2 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_W_tar
9af1e403 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_idle
352c0bf7 Characters/Xerath/Skins/Skin0/Particles/Xerath_Base_idle_thin
3010ddd4 Characters/Xerath/Skins/Skin0/Particles/Xerath_Skin03_E_Lava_Glow
9cd1025f Characters/Xerath/Skins/Skin0/Particles/Xerath_base_w_tar_directhit
afa69328 Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_BA_mis
57d81a74 Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_BA_tar
adea0bb1 Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_BA_tar_crit
4a78dbce Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_Death_idle_01
446122fc Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_E_Explosion
c9521f7c Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_E_mis
06429fd8 Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_E_tar
956f147a Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_Q_beam
6dcfe2ce Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_Q_cas
a67cb153 Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_Q_cas_charge
1352d2fc Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_Q_tar
c1e46066 Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_R_aoe_miss
26384e03 Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_R_buf
ac7e5d75 Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_R_mis
58be34ca Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_W_aoe_explosion
036dde22 Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_W_aoe_green
22684ee2 Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_W_aoe_red
42d96776 Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_W_tar
b49b538f Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_idle
94c75de3 Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_idle_thin
eefb806b Characters/Xerath/Skins/Skin1/Particles/Xerath_Skin01_w_tar_directhit
78d6ffa0 Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_BA_mis
b868f86c Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_BA_tar
c803de59 Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_BA_tar_crit
168116b6 Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_Death_idle_01
d3215264 Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_E_Explosion
8a4a6bc4 Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_E_mis
147f6860 Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_E_tar
3563fee2 Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_Q_beam
74be9e16 Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_Q_cas
aa4e8dab Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_Q_cas_charge
9ccc5844 Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_Q_tar
c19f7a7e Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_R_aoe_miss
f1ec86ab Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_R_buf
6627097d Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_R_mis
e061efd2 Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_W_aoe_explosion
63f6f31a Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_W_aoe_green
ac2345aa Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_W_aoe_red
2edd845e Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_W_tar
550283f7 Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_idle
8b35765b Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_idle_thin
0731bb53 Characters/Xerath/Skins/Skin2/Particles/Xerath_Skin02_w_tar_directhit
49a9f17c Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_BA_mis
869a71d8 Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_BA_tar
aba5944d Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_BA_tar_crit
7d76c28a Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_Death_idle_01
bb5f02e6 Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_Death_pfx_01
93640329 Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_Death_pfx_flash_01
9fa2ac4e Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_Death_postZaps_01
be7ee300 Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_E_Explosion
203e1b30 Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_E_mis
fa2d429c Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_E_tar
dc751b2e Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_Q_LongRange_Warning_Audio
eb1fdbf6 Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_Q_beam
7051f9d2 Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_Q_cas
3452e7a7 Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_Q_cas_charge
ef95e578 Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_Q_tar
5c8fd761 Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_R_DarkIron_MagmaDrip
c75b7c32 Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_R_aoe_miss
63b82db7 Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_R_buf
6b233a91 Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_R_mis
97e05116 Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_W_aoe_explosion
a01cef86 Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_W_aoe_green
a1a40aa6 Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_W_aoe_red
cb84b12a Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_W_tar
08290f3b Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_idle
095f4f1f Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_idle_thin
80abe057 Characters/Xerath/Skins/Skin3/Particles/Xerath_Skin03_w_tar_directhit
690964fc Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_BA_mis
a5f9e558 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_BA_tar
62e30ecd Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_BA_tar_crit
e70f010a Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_Death_idle_01
b126da66 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_Death_pfx_01
01311ea9 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_Death_pfx_flash_01
75bc5d80 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_E_Explosion
5bb709b0 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_E_mis
35a6311c Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_E_tar
f0bffb2f Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_P_ManaRestore
5bf111ae Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_Q_LongRange_Warning_Audio
1c4d99ff Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_Q_aoe_reticle_red
0a7f4f76 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_Q_beam
abcae852 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_Q_cas
2a1abf27 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_Q_cas_charge
2b0ed3f8 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_Q_tar
341ea7b2 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_R_aoe_miss
a137d0a2 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_R_aoe_reticle_red
9f311c37 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_R_buf
1b3d54b0 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_R_buf_range1_red
a69c2911 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_R_mis
a2bb3f38 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_Recall
af92f608 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_Recall_LeadIn_Sound
f21af396 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_W_aoe_explosion
575a6a06 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_W_aoe_green
555d6126 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_W_aoe_red
256ca220 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_W_cas
06fd9faa Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_W_tar
ffbb76bb Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_idle
bd18a59f Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_idle_thin
dae682d7 Characters/Xerath/Skins/Skin4/Particles/Xerath_Skin04_w_tar_directhit
9ea5eaa5 Characters/Xerath/Spells/XerathArcaneBarrage2
72cddbd8 Characters/Xerath/Spells/XerathArcanopulse2
29da1e77 Characters/Xerath/Spells/XerathArcanopulseChargeUp
a7e868e0 Characters/Xerath/Spells/XerathAscended2
2edc0aae Characters/Xerath/Spells/XerathAscended2OnHit
6e039511 Characters/Xerath/Spells/XerathBasicAttack
52a3c619 Characters/Xerath/Spells/XerathBasicAttack2
a7444e41 Characters/Xerath/Spells/XerathCritAttack
6b894dbd Characters/Xerath/Spells/XerathLocusOfPower2Ability
9d43608e Characters/Xerath/Spells/XerathLocusOfPower2Ability/XerathLocusOfPower2
4bab60a7 Characters/Xerath/Spells/XerathLocusOfPower2Ability/XerathLocusPulse
e12c81ed Characters/Xerath/Spells/XerathLocusOfPower2Ability/XerathRMissileWrapper
aa7d7bc9 Characters/Xerath/Spells/XerathLocusOfPower2Toggle
b73197d5 Characters/Xerath/Spells/XerathMageChains
96bba6e4 Characters/Xerath/Spells/XerathMageSpear
1a037cdc Characters/Xerath/Spells/XerathMageSpearMissile
53474c4a Characters/Xerath/Spells/XerathQSoundBuff
e90fc7e4 Characters/Xerath/Spells/XerathQVFX
ecf13a7c Characters/Xerath/Spells/XerathRMSBuff
a7768e16 Characters/Xerath/Spells/XerathRShots
11da58cb Characters/Xerath/Spells/XerathWSlow
01ea9733 Characters/XinZhao
0d08db75 Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_BA_Crit_Tar
37447e3c Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_BA_Tar
b8e56db0 Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_E_AOE_Swirl_Tar
6050160a Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_E_Cas
8e72b537 Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_E_Primary_Target
0e2e8886 Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_Q_Cas
d4510ed4 Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_Q_Tar
3067295b Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_Q_trail
ddd986e3 Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_R_Cas_01
ded98876 Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_R_Cas_02
e0d98b9c Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_R_Cas_04
61c4d073 Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_R_CrecentShape_Cas
759017e9 Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_R_IndicatorRing
a30ca92e Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_R_InnerRing_Cas
ffded89c Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_R_ParryParent
acd35ca3 Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_R_ParryParent_self
866a8a72 Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_R_Pose1
856a88df Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_R_Pose2
846a874c Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_R_Pose3
29dbe06f Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_R_Shield
a967c1e1 Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_R_Tar
ff4a7b4e Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_W_BackHandGlow_Cas
25522950 Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_W_BodySwirl_Cas
c67c75d5 Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_W_HandGlow_Cas
64f9a399 Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_W_IndicatorProjection
71fff4b8 Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_W_Passive
b83276ea Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_W_SlashImpact
ae59bed4 Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_W_SlashTrail
8a29fbd0 Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_W_SpearTipGlow
8aeb7ec7 Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_W_ThrustImpact
ffa5418d Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_W_Thrust_tar
c2bbbd0c Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_W_WeaponGlow_Cas
e49713c9 Characters/XinZhao/Skins/Skin0/Particles/XinZhao_Base_W_cas_child
d70fde6e Characters/XinZhao/Skins/Skin0/Particles/Xinzhao_Base_R_indicatorRing_enemy
52842d1c Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_BA_1
558431d5 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_BA_2
a39524ad Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_BA_2_Tar
5ea35fb5 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_BA_Crit_Tar
4fa20e32 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_BA_Crit_Trail
2185a5db Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_BA_Directional_01
29d93d7c Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_BA_Tar
9e7471f0 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_E_AOE_Swirl_Tar
90a74b4a Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_E_Cas
ed933277 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_E_Primary_Target
6ac4cec6 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_Q_Cas
22b151d0 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_Q_Softer_Cas
2e6b5914 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_Q_Tar
85e85c47 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_Q_ThirdHit
479655a9 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_Q_ThridHit
0500ff3a Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_Q_WepGlowTrail
2688fd9b Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_Q_trail
94dd74b6 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_R_Cas_02
95dd7649 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_R_Cas_03
96dd77dc Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_R_Cas_04
b0464f29 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_R_IndicatorRing
e67cddae Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_R_IndicatorRing_enemy
7ccc5a6e Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_R_InnerRing_Cas
a6e7e7dc Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_R_ParryParent
af14b9e3 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_R_ParryParent_self
fc8b9532 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_R_Pose1
fb8b939f Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_R_Pose2
fa8b920c Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_R_Pose3
dc267caf Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_R_Shield
ea55f72f Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_R_SparkChild
05fe0821 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_R_Tar
75884615 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_R_WepGlowTrail
f0cdb48e Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_W_BackHandGlow_Cas
f74b6790 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_W_BodySwirl_Cas
b252fd15 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_W_HandGlow_Cas
b42e5ed9 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_W_IndicatorProjection
c49c042a Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_W_SlashImpact
a813f914 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_W_SlashTrail
7983dc10 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_W_SpearTipGlow
bca83507 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_W_ThrustImpact
5217b8cd Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_W_Thrust_tar
c7493c4c Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_W_WeaponGlow_Cas
e1077609 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_W_cas_child
c2e48bc1 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_Z_Recall_DragonBite
d269858c Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_Z_Recall_DragonEyE
1adb3ea4 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_Z_Recall_DragonEyE_Left
66b868f3 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_Z_Recall_DragonGroundSpawn
256bbe3d Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_Z_Recall_DragonHeadFire
06237b23 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_Z_Recall_DragonHeadFire_Left
ca688bde Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_Z_Recall_DragonStabed
47aa5c5f Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_Z_Recall_WepGlowTrail
d9f5d615 Characters/XinZhao/Skins/Skin13/Particles/XinZhao_Skin13_Z_Recall_XinGroundSlam
7d155571 Characters/XinZhao/Skins/Skin20/Particles/XinZhao_Skin20_BA_Crit_Tar
35e5be90 Characters/XinZhao/Skins/Skin20/Particles/XinZhao_Skin20_BA_Tar
d8404a34 Characters/XinZhao/Skins/Skin20/Particles/XinZhao_Skin20_E_AOE_Swirl_Tar
95a8c28b Characters/XinZhao/Skins/Skin20/Particles/XinZhao_Skin20_E_Primary_Target
b0812f32 Characters/XinZhao/Skins/Skin20/Particles/XinZhao_Skin20_Q_ChainAttk_cas_01
cc1dd25e Characters/XinZhao/Skins/Skin20/Particles/XinZhao_Skin20_Q_KnockUp
eb669c00 Characters/XinZhao/Skins/Skin20/Particles/XinZhao_Skin20_Q_Tar
0a9b650f Characters/XinZhao/Skins/Skin20/Particles/XinZhao_Skin20_Q_trail
656aa367 Characters/XinZhao/Skins/Skin20/Particles/XinZhao_Skin20_R_Cas_01
