80333f35 10Year
7cbf909d Sylas_Recall_Lock
1112527c Sylas_Recall_Lock_R
21b4980c Sylas_Recall_Swooshies
25742d6a Sylas_Recall_chain_sparks
4216a50c Sylas_W_Dash_In
a310169d Sylas_W_Hand_Hit
3abd517c Sylas_W_Nova
dc166101 Sylas_W_tar
c4dd058b Sylas_W_tar_avatar
f3fb51d1 Symbol
867bc055 SyndicateIncrease
a7633655 SyndraOrbs_Death
87ea80cb SyndraOrbs_taunt
4ceecb13 Syndra_BA_Crit_tar
f8bc45a6 Syndra_BA_mis
0379f792 Syndra_BA_tar
5f95e7b0 Syndra_Boots_HG_Avatar
0f6affbc Syndra_Death_Orbs_01
d295585b Syndra_Death_sfx_01
2c720f85 Syndra_E_5_dialogue_01
e3697d98 Syndra_E_Lv5_mis
b9b32ee5 Syndra_E_Lv5_mis_LeadingEdge_Child
9d061d14 Syndra_E_Lv5_mis_sound
f98a9f2e Syndra_E_Lv5_pushedSphere_trail
e5e5b64c Syndra_E_cas
73d9e592 Syndra_E_mis
3f5259c7 Syndra_E_mis_LeadingEdge_Child
4b75010e Syndra_E_mis_sound
365ee08c Syndra_E_pushedSphere_trail
0a21ca77 Syndra_E_sphereIndicator
5041e2fe Syndra_E_tar
ac886625 Syndra_Emote_joke_sfx_01
d4b3dff8 Syndra_Emote_laugh_orbs_01
850015df Syndra_Emote_laugh_sfx_01
48782e65 Syndra_Emote_taunt_orbs_01
e8f564c8 Syndra_Emote_taunt_sfx_01
c548bbba Syndra_I_EyePatch
45fb691d Syndra_I_Face01
42fb6464 Syndra_I_Face02
43fb65f7 Syndra_I_Face03
a8046a49 Syndra_Idle_AuraBody
a6473bd7 Syndra_Idle_AuraHead
1bfd39e2 Syndra_Idle_frost_01
81bfeb3f Syndra_Idle_hex_01
e7ec8e69 Syndra_Q_5_dialogue_01
99c89355 Syndra_Q_Face01
96c88e9c Syndra_Q_Face02
97c8902f Syndra_Q_Face03
32c3bad6 Syndra_Q_Lv5_aoe_explode
bf9c4cfa Syndra_Q_Lv5_aoe_gather
ab5e793d Syndra_Q_Lv5_aoe_gather_enemy
18fa3997 Syndra_Q_Lv5_idle
a9bed3b4 Syndra_Q_Lv5_idle_enemy
33c80dfb Syndra_Q_Orbs_Death_Ally_01
34b2d34f Syndra_Q_Orbs_Death_Enemy_01
1214db42 Syndra_Q_activated_indicator_01
006e14f8 Syndra_Q_aoe_explode
b750738c Syndra_Q_aoe_gather
ae52fbc7 Syndra_Q_aoe_gather_enemy
07a1b5a8 Syndra_Q_cas
cbad5dca Syndra_Q_cas_01
999731d0 Syndra_Q_dummy_controller_01
565078d1 Syndra_Q_idle
ea6ea7d6 Syndra_Q_idle_enemy
76c173f4 Syndra_Q_sphereDeath
76e6d60f Syndra_Q_sphereDeath_enemy
2942af72 Syndra_Q_tar
065ef8ae Syndra_Q_tar_sound
34301040 Syndra_Q_timer
6b8a6413 Syndra_Q_timer_enemy
8c781d1e Syndra_R_3_dialogue_01
f1013852 Syndra_R_Lv3_idleTrail
2d154275 Syndra_R_Lv3_idleTrail_enemy
ce7c1080 Syndra_R_Lv3_mis_bounce
cd96a8d7 Syndra_R_Lv3_mis_spread
e5a0370f Syndra_R_mis
57636028 Syndra_R_mis_bounce
0c02fa1f Syndra_R_mis_spread
824a63a4 Syndra_R_sphereActivate
d90912e3 Syndra_R_tar
71d78640 Syndra_Recall_01
886ece82 Syndra_Recall_Avatar
3399d9ad Syndra_Recall_FinalFlash
88c9d5d0 Syndra_Recall_GemFlash
be6e648c Syndra_Recall_GemGlow_L
d46e872e Syndra_Recall_GemGlow_R
cfe43d2d Syndra_Recall_LogoSheen
ef6cec70 Syndra_Recall_LogoTrail
e26c8e96 Syndra_Recall_Mist
05e327b7 Syndra_Recall_SnowGather
01340fcb Syndra_Recall_Statue
4e07d584 Syndra_Recall_Winddown_Flash
68fa8b4a Syndra_Recall_Winddown_Statue
7c1412b2 Syndra_Recall_Wing_L_Flash
2d7f0e68 Syndra_Recall_Wing_R_Flash
ac98330e Syndra_Skin34_E_mis_Child_01
44c3e9ff Syndra_Skin34_I_Fire_Hair
23e0f74a Syndra_Skin34_Idle_spark
dbbbdbb3 Syndra_W_5_dialogue_01
ed8be4a4 Syndra_W_Lv5_aoe_explode
248acab4 Syndra_W_Lv5_cas
2ede05ff Syndra_W_Lv5_heldTarget_buf_01
2fde0792 Syndra_W_Lv5_heldTarget_buf_02
3fb93cb2 Syndra_W_Lv5_heldTarget_buf_02_large
d16fc9a6 Syndra_W_Lv5_tar
8d84e2e7 Syndra_W_Lv5_tether
a74e8e9e Syndra_W_aoe_explode
66bbdd9a Syndra_W_cas
2eb3cf47 Syndra_W_debuff_01
3f7e0041 Syndra_W_fling_01
92e728dd Syndra_W_heldTarget_buf_01
ffd9f881 Syndra_W_heldTarget_buf_01_large
8fe72424 Syndra_W_heldTarget_buf_02
4672ba30 Syndra_W_heldTarget_buf_02_large
7ae4fbc4 Syndra_W_pull_01
f5454b76 Syndra_W_range
62d59b80 Syndra_W_tar
2377180d Syndra_W_tether
fd003a32 Syndra_Z_Boots_Homeguard
c6ec7181 Syndra_Z_Recall
4669f230 Syndra_Z_RecallAvatar
4078681a Syndra_death_orbVanish
d46198ad Syndra_emote_dance_sfx_01
8100288b Syndra_emote_laugh
de58d8ee Syndra_emote_taunt
b5602c2b Syndra_idle_Mist
b491c84d Syndra_idle_snow
f7348ff4 Syndra_idle_spheres
c2e1120f Syndra_idle_spheres_enemy
8cc4efc6 Syndra_recall
f8e300f2 Syndra_recall_leadin_sound
64835eaf Syndra_recall_leadout_sound
0d9fcfd5 Syndra_recall_winddown_sound
3b453d1f TF
b8ffaf71 TFT
a6f9742f TFT2_Aatrox_Q_Hit_Tar
4f3731c0 TFT2_Aatrox_Q_cas3
71684381 TFT2_Annie_BA_mis
9df95795 TFT2_Annie_E_Buf
29ef293b TFT2_Annie_Idle_fire
ca302250 TFT2_Annie_R_cas
47011868 TFT2_Ashe_BA_Crit_tar
9961d39b TFT2_Ashe_BA_mis
ef2ca49f TFT2_Ashe_BA_tar
31224867 TFT2_Ashe_Q_Buf
b9422d5c TFT2_Ashe_Q_Buf_bow
16626bc1 TFT2_Ashe_Q_mis
09a2a525 TFT2_Ashe_Q_tar
f8e90557 TFT2_AzirSoldier_BA_Soldier_Cas
29f8ea6c TFT2_Azir_BA_Beam
418c0dee TFT2_Azir_BA_mis
64a24ed5 TFT2_Azir_W_Crack
e77bae5b TFT2_Azir_W_RedAttackBeam
9843854f TFT2_Azir_W_Soldier_Cas
ced0d652 TFT2_Azir_W_Soldier_Dissipate
2aa37643 TFT2_Azir_W_SpawnIn
2eaa0de2 TFT2_Brand_BasicAttack_mis
125e1d61 TFT2_Brand_I_Avatar_01
60541be1 TFT2_Brand_I_Fire_Hair
705673a8 TFT2_Brand_I_Fire_Hand
b0c8956a TFT2_Brand_I_Fire_Hand_extension
6b7e1109 TFT2_Brand_I_Headdress
3c9ce966 TFT2_Brand_R_DanceStart
31f4e537 TFT2_Brand_R_Wildfire_mis
580750cb TFT2_Brand_R_Wildfire_tar
f03cfcfc TFT2_Braum_BA_Trail_01
f33d01b5 TFT2_Braum_BA_Trail_02
51d52e2d TFT2_Braum_E_Block_BA_cas
f1979acd TFT2_Braum_E_Block_BA_cas2
d3d4470a TFT2_Braum_E_Block_Spell_cas
af2c1d28 TFT2_Braum_E_Block_Spell_cas2
13a70283 TFT2_Braum_E_Block_Spell_self
2483a547 TFT2_Braum_E_Shield_cas
bc7b0afc TFT2_Braum_E_Shield_first_block_end
bcd4b087 TFT2_Braum_E_shield_end
c904c6ea TFT2_Braum_E_shield_first_block
f4122cd8 TFT2_Braum_I_shield_Idle
dd502669 TFT2_Braum_I_shield_left_eye
bbf2167e TFT2_Braum_I_shield_right_eye
930f521b TFT2_Diana_P_Hair
b92e8ba9 TFT2_Diana_W_Cas
fdd46d65 TFT2_Diana_W_Orb
9edc934b TFT2_Diana_W_Orb_End
f0d9d701 TFT2_Diana_W_Shield
6ed29157 TFT2_Diana_W_Tar
719ed571 TFT2_Diana_Z_Glow_Child
dfdbd768 TFT2_DrMundo_R_Absorb
3ec086d2 TFT2_DrMundo_R_Buf
44e6d570 TFT2_DrMundo_R_ChildFireball
f7bcbe4c TFT2_DrMundo_R_Tar
bcc4da18 TFT2_DrMundo_R_cas_01
26f9d17e TFT2_DrMundo_R_cas_persistent
7600909c TFT2_DragonAir_BA_Impact
8b7dfb3c TFT2_DragonEarth_BA_Impact
0e0df916 TFT2_DragonFire_BA_Impact
4f6e5f93 TFT2_DragonWater_BA_Impact
67cbfbf4 TFT2_ElementalTransition_Inferno
7ce6d6f2 TFT2_ElementalTransition_Mountain
63144bc1 TFT2_ElementalTransition_Ocean
c0a06577 TFT2_ElementalTransition_Wind
27da004b TFT2_Ezreal_BA_mis
8a6992da TFT2_Ezreal_Q_bow
80408731 TFT2_Ezreal_Q_mis
d60b5835 TFT2_Ezreal_Q_tar
335ef929 TFT2_Ezreal_R_Gauntlet_Glow
06fa92bf TFT2_Ezreal_R_bow
de9690bc TFT2_Ezreal_R_mis
1dffe718 TFT2_Ezreal_R_tar
d6bc20b2 TFT2_Hex_Wind_Activate
54941a64 TFT2_Ivern_BA_Mis
261b3b21 TFT2_Ivern_E_DamageShield
c6883ce5 TFT2_Ivern_E_DamageShield_destroyed
cd4e85be TFT2_Janna_BA_Mis
a052bc78 TFT2_Janna_Idle_Wind
d63897f5 TFT2_Janna_R_cas
10fa4cdf TFT2_Jax_E_buf
88bec7a3 TFT2_Jax_E_cas
297b0e5d TFT2_Jax_E_tar
ae2ecb96 TFT2_Karma_BA_mis
ece72ca0 TFT2_Karma_E_shield_01
381fc0ef TFT2_Karma_E_shield_R_01
c79280c0 TFT2_Karma_E_shield_sfx_01
ae08fe8e TFT2_Karma_W_beam
1cc2cae3 TFT2_Karma_W_beam_R
ed4a4bca TFT2_Karma_W_cas
0d738306 TFT2_Karma_W_tar_05
e732dd20 TFT2_Khazix_Q_SingleEnemy_Tar
b0981e78 TFT2_Khazix_R_Cas
2eef10f8 TFT2_Khazix_R_End
1461e8fa TFT2_Khazix_R_Invisible
2fe3f9d7 TFT2_Kindred_BasicAttack_Crit_mis
20893cee TFT2_Kindred_BasicAttack_mis
83e4c191 TFT2_Kindred_I_Avatar
da505e3a TFT2_Kindred_I_Eyes
633300d8 TFT2_Kindred_I_Lamb_glow
dd51ac74 TFT2_Kindred_I_Trail
a175b0f8 TFT2_Kindred_I_Trail_Non
97efddf9 TFT2_Kindred_I_wolf_PopSmoke
dacde5ab TFT2_Kindred_Idle_hair
9f8c2077 TFT2_Kindred_Q_wolf_bite
dc409998 TFT2_Kindred_Q_wolf_mis
752064e6 TFT2_Kindred_R_AOE
f0495748 TFT2_Kindred_R_AOE_End
1bca67ce TFT2_Kindred_R_NoDeath_Buff
b09e35f2 TFT2_Kindred_R_glow
786419e4 TFT2_KogMaw_BA_mis
d169c8f5 TFT2_KogMaw_R_aoe_explosion
a74e1013 TFT2_KogMaw_R_cas
67750dc9 TFT2_KogMaw_R_mis
25c6deb7 TFT2_LeBlanc_BA_mis
3b6eb677 TFT2_LeBlanc_E_buf
b2e37f5b TFT2_LeBlanc_E_cas
72b52283 TFT2_LeBlanc_E_chain
405f5a51 TFT2_LeBlanc_E_mis
962bbe55 TFT2_LeBlanc_E_tar
cb36ffa8 TFT2_LeBlanc_E_tar_02
d7c2a76f TFT2_Leona_W_buf_1
9b952875 TFT2_LuxCrystal_BA_mis
ee09593c TFT2_LuxCrystal_BA_mis_child
cf2f6e1f TFT2_LuxCrystal_I_Gem2
8e2f07cc TFT2_LuxCrystal_I_Gems
81aba7b4 TFT2_LuxCrystal_I_Weapon
b936e6a8 TFT2_LuxCrystal_I_Wings
0994d22c TFT2_LuxCrystal_I_Wings_Glow
5db8f586 TFT2_LuxCrystal_R_Avatar
3e2aca5c TFT2_LuxCrystal_R_Avatar2
ea4f919a TFT2_LuxCrystal_R_Crystal_Child
36bcdcd8 TFT2_LuxCrystal_R_Light_Child
61412a1e TFT2_LuxCrystal_R_Lux_Mystic_Glitter_glow
16f0ba0e TFT2_LuxCrystal_R_Swirl
824410f4 TFT2_LuxCrystal_R_cas
66300dd8 TFT2_LuxCrystal_R_mis_beam
30b487d8 TFT2_LuxCrystal_R_mis_beam_middle
16fd6218 TFT2_LuxElectric_BA_mis
2f69685d TFT2_LuxElectric_BA_mis_child
64b3f8a1 TFT2_LuxElectric_Idle_Collar
3fbe3d60 TFT2_LuxElectric_Idle_Collar_Child
719a7af4 TFT2_LuxElectric_Idle_Weapon
506a6b8b TFT2_LuxElectric_R_Avatar
5087943b TFT2_LuxElectric_R_Avatar2
708c926b TFT2_LuxElectric_R_Light_Child
a6992a79 TFT2_LuxElectric_R_Swirl
d6413987 TFT2_LuxElectric_R_cas
80180e61 TFT2_LuxElectric_R_mis_beam
7888e70f TFT2_LuxElectric_R_mis_beam_middle
daa3f78c TFT2_LuxElectric_R_mis_child
701750ea TFT2_LuxGlacial_BA_mis
53ec2460 TFT2_LuxGlacial_Idle_Breath
23982253 TFT2_LuxGlacial_Idle_Collar
092a0db5 TFT2_LuxGlacial_Idle_Collar_Glow
918ff11e TFT2_LuxGlacial_Idle_Weapon
c0318f59 TFT2_LuxGlacial_R_Avatar
f904c571 TFT2_LuxGlacial_R_Avatar2
7ac42721 TFT2_LuxGlacial_R_Light_Child
cac18d01 TFT2_LuxGlacial_R_cas
3c724ecb TFT2_LuxGlacial_R_mis_beam
2091d0a9 TFT2_LuxGlacial_R_mis_beam_middle
f00b719e TFT2_LuxInferno_BA_mis
864b8eab TFT2_LuxInferno_BA_mis_child
6d2d71ea TFT2_LuxInferno_Idle_Weapon
0606aac6 TFT2_LuxInferno_Idle_Wings
0d992dc5 TFT2_LuxInferno_R_Avatar
5f235bd5 TFT2_LuxInferno_R_Avatar2
695a4975 TFT2_LuxInferno_R_Fire_Child
d14d902b TFT2_LuxInferno_R_Swirl
071970d5 TFT2_LuxInferno_R_cas
b313e467 TFT2_LuxInferno_R_mis_beam
01acb9dd TFT2_LuxInferno_R_mis_beam_middle
42573b3f TFT2_LuxLight_BA_mis
ef2f9bd6 TFT2_LuxLight_BA_mis_child
7d154bc4 TFT2_LuxLight_Idle_Collar
38b9df48 TFT2_LuxLight_Idle_Collar_Glow
85e7bb5d TFT2_LuxLight_Idle_Weapon
ebbd25cc TFT2_LuxLight_R_Avatar
18c2ceda TFT2_LuxLight_R_Avatar2
2dd7c54e TFT2_LuxLight_R_Light_Child
13cf62fc TFT2_LuxLight_R_Swirl
9384a286 TFT2_LuxLight_R_cas
d68b1f6a TFT2_LuxLight_R_mis_beam
887047e2 TFT2_LuxLight_R_mis_beam_middle
59a728d4 TFT2_LuxLight_R_tar
700ae6a2 TFT2_LuxMetal_BA_mis
14ea78e7 TFT2_LuxMetal_Idle_Avatar
7f8b348b TFT2_LuxMetal_Idle_Collar
eb337106 TFT2_LuxMetal_Idle_Weapon
d581d531 TFT2_LuxMetal_R_Avatar
1e6253b9 TFT2_LuxMetal_R_Avatar2
016dc899 TFT2_LuxMetal_R_Light_Child
ead2e531 TFT2_LuxMetal_R_Light_Child2
4914231f TFT2_LuxMetal_R_Swirl
ef0ad8e9 TFT2_LuxMetal_R_cas
e3e193e3 TFT2_LuxMetal_R_mis_beam
0d3080d1 TFT2_LuxMetal_R_mis_beam_middle
1a47bb0d TFT2_LuxOcean_BA_mis
c3276514 TFT2_LuxOcean_BA_mis_child
c272a6e3 TFT2_LuxOcean_Idle_Fountain
28fcf8ce TFT2_LuxOcean_Idle_Glow
f40ac2e3 TFT2_LuxOcean_Idle_Weapon
69a033de TFT2_LuxOcean_R_Avatar
3331bc84 TFT2_LuxOcean_R_Avatar2
bceafbb0 TFT2_LuxOcean_R_Light_Child
006113b6 TFT2_LuxOcean_R_Swirl
dc5be93c TFT2_LuxOcean_R_cas
7f3dbdf0 TFT2_LuxOcean_R_mis_beam
1b6e8a60 TFT2_LuxOcean_R_mis_beam_middle
6c2d9d57 TFT2_LuxOcean_R_mis_child
ba3711f1 TFT2_LuxShadow_BA_mis
8cb4233f TFT2_LuxShadow_Idle_Weapon
f7498465 TFT2_LuxShadow_Idle_Weapon_Lower
4d733579 TFT2_LuxShadow_Idle_Wings
dc4ab41e TFT2_LuxShadow_Q_mis_child
47b9722a TFT2_LuxShadow_R_Avatar
00ee9bc8 TFT2_LuxShadow_R_Avatar2
cb686aa2 TFT2_LuxShadow_R_Dark_Child
d120abaa TFT2_LuxShadow_R_Swirl
55942d40 TFT2_LuxShadow_R_cas
3f884a0c TFT2_LuxShadow_R_mis_beam
d6e7fd64 TFT2_LuxShadow_R_mis_beam_middle
d377b9af TFT2_LuxWind_BA_mis
dd6da166 TFT2_LuxWind_BA_mis_child
341003b8 TFT2_LuxWind_Idle_Collar_Glow
03a940cd TFT2_LuxWind_Idle_Weapon
97b4075c TFT2_LuxWind_R_Avatar
3e67b22a TFT2_LuxWind_R_Avatar2
7ae5c21e TFT2_LuxWind_R_Light_Child
afb1396c TFT2_LuxWind_R_Swirl
97826f76 TFT2_LuxWind_R_cas
d1a9fe9a TFT2_LuxWind_R_mis_beam
b8c1f092 TFT2_LuxWind_R_mis_beam_middle
52cd0d19 TFT2_LuxWoodland_BA_mis
b72c62d8 TFT2_LuxWoodland_BA_mis_child
c464a7be TFT2_LuxWoodland_Idle_Collar
a623fd57 TFT2_LuxWoodland_Idle_Weapon
c820648d TFT2_LuxWoodland_Idle_Weapon_Lower
810d7ca1 TFT2_LuxWoodland_Idle_Wings
14f31992 TFT2_LuxWoodland_R_Avatar
9ab156e0 TFT2_LuxWoodland_R_Avatar2
447f551c TFT2_LuxWoodland_R_Light_Child
31634122 TFT2_LuxWoodland_R_Swirl
6daa40b8 TFT2_LuxWoodland_R_cas
3923b8d4 TFT2_LuxWoodland_R_mis_beam
8de0731c TFT2_LuxWoodland_R_mis_beam_middle
015a5ec8 TFT2_Malphite_R_cas_trail
5e24f893 TFT2_Malphite_R_hit_aoe
6d11acfd TFT2_Malphite_R_tar
b3f52dac TFT2_Malzahar_BA_mis
33166ea0 TFT2_Malzahar_P_Portal_End
20475160 TFT2_Malzahar_P_Portal_Instant
fe438661 TFT2_Malzahar_P_Portal_Start
7c5edb0b TFT2_Malzahar_P_aoe_red
b513d687 TFT2_Malzahar_Q_voidling_aoe_explosion
6ecf6b13 TFT2_Malzahar_W_Portal_Instant
cdd2f2b1 TFT2_Maokai_P_Heal_Impact
05a33955 TFT2_Maokai_P_cas
5d0f387b TFT2_MasterYi_E_Sword_Buff1
600f3d34 TFT2_MasterYi_E_Sword_Buff4
cc7202f5 TFT2_MasterYi_I_Eyes
1f5ccae9 TFT2_MasterYi_I_SwordGlow
340e0bd1 TFT2_MasterYi_I_SwordSmoke
e4f0a3a2 TFT2_MasterYi_Q_AP_Mis
40041d70 TFT2_MasterYi_Q_Cas
d10fd18b TFT2_MasterYi_Q_Crit_tar
be821f60 TFT2_MasterYi_Q_End
ff9abe44 TFT2_MasterYi_Q_Hit
448db9ce TFT2_MasterYi_Q_Mis
8381e1da TFT2_MasterYi_Q_Tar
11b1afc6 TFT2_MasterYi_W_Buf
b9ed6762 TFT2_MasterYi_W_Cas
c36fa822 TFT2_MasterYi_W_Swords_Child
22118131 TFT2_MasterYi_W_Swords_Child_L
5085df33 TFT2_Nami_BA_mis
35351590 TFT2_Nami_Idle
cab7437d TFT2_Nami_Q_Bubble_Child
3bb2336d TFT2_Nami_Q_aoe_ground
ef6fb493 TFT2_Nami_Q_cas
0cc785d0 TFT2_Nami_Q_debuff
af96b249 TFT2_Nami_Q_mis
a980aedd TFT2_Nami_Q_pop
f355f6ad TFT2_Nami_Q_tar
08c887b8 TFT2_Nami_R_buff
5a2bff34 TFT2_Nami_R_mis
7a4db347 TFT2_Nami_R_mis_Child_End
26544b02 TFT2_Nami_R_mis_Child_Start
33c50403 TFT2_Nami_R_mis_ally
46eb9370 TFT2_Nami_R_tar
95387f95 TFT2_Nasus_R_Aura
c662f1e7 TFT2_Nasus_R_Avatar
6350875a TFT2_Nasus_R_EyeGlow
338c41f6 TFT2_Nasus_R_HandGlow
e1e6bdae TFT2_Nasus_R_Transform
4517013e TFT2_Nasus_R_Transform_On
21950fb4 TFT2_Nautilus_R_GL_cas_01
476257f2 TFT2_Nautilus_R_GL_tar_01
6f2dba41 TFT2_Nautilus_R_sequence_impact
b4053e64 TFT2_Nautilus_R_sequence_impact_02
cd0696c1 TFT2_Nautilus_R_tar_impact
3b824f94 TFT2_Nautilus_R_target_indicator
9581a953 TFT2_Nautilus_R_target_indicator_02
576d13c8 TFT2_Neeko_BA_mis
8d418446 TFT2_Neeko_Q_AoE_01
8c4182b3 TFT2_Neeko_Q_AoE_02
8b418120 TFT2_Neeko_Q_AoE_03
f2340b48 TFT2_Neeko_Q_Bounce_01_child
150cbf95 TFT2_Neeko_Q_Bounce_02_child
8cf12dca TFT2_Neeko_Q_Hit
c0c91de9 TFT2_Neeko_Q_bounce_01
bdc91930 TFT2_Neeko_Q_bounce_02
8d92cc6e TFT2_Neeko_Q_cas
ae675c5c TFT2_Neeko_Q_cas_beam
59282830 TFT2_Neeko_Q_mis
24f2fa6f TFT2_Nocturne_I_tail
c598d54a TFT2_Nocturne_P_Swipe
29d851b3 TFT2_Nocturne_P_tar_01
1fb9a9cd TFT2_Olaf_R_buf
906b8491 TFT2_Olaf_R_ragnorok_buff
eb97bd82 TFT2_Olaf_R_ragnorok_enraged
ef07ddba TFT2_Ornn_W_Debuff_hit
c921f900 TFT2_Ornn_W_Debuff_icon
8991af13 TFT2_Ornn_W_Debuff_overlay
e3488926 TFT2_Ornn_W_Flamethrower_cas
7fbb918a TFT2_Ornn_W_cas_burst
8677fdb3 TFT2_QiyanaInferno_Q_Dash
3378a2e2 TFT2_QiyanaInferno_Q_mis_Ice
557f3afb TFT2_QiyanaInferno_Q_mis_Water_child
28b0b410 TFT2_QiyanaOcean_Q_Dash
0a853f8f TFT2_QiyanaOcean_Q_mis_Ice
02037dfe TFT2_QiyanaOcean_Q_mis_Water_child
e2cfae3e TFT2_QiyanaWind_Q_Dash
f8df0321 TFT2_QiyanaWind_Q_mis_Ice
1397487c TFT2_QiyanaWind_Q_mis_Water_child
d0d7f4ac TFT2_QiyanaWind_R_Mis
09ce3d98 TFT2_QiyanaWind_R_Rock_Mis_Left
e3d63245 TFT2_QiyanaWind_R_Tar_Wall
c2273274 TFT2_QiyanaWoodland_Q_Dash
2507b9fb TFT2_QiyanaWoodland_Q_mis_Ice
a3ffc672 TFT2_QiyanaWoodland_Q_mis_Water_child
c6f4af5b TFT2_Qiyana_BA_Swipe1
c8f4b281 TFT2_Qiyana_BA_Swipe3
118c85ac TFT2_Qiyana_Q_Dash
91816273 TFT2_Qiyana_Q_mis_Ice
6a3e459a TFT2_Qiyana_Q_mis_Water_child
31d6f5a2 TFT2_Qiyana_R_Mis
62af5ec2 TFT2_Qiyana_R_Rock_Mis_Left
fc451807 TFT2_Qiyana_R_Tar_Wall
ace6b2da TFT2_RekSai_Idle
7bb593f6 TFT2_RekSai_R_Channeling
723732b4 TFT2_RekSai_R_Hit
d016caf6 TFT2_RekSai_R_Mark
b26b3894 TFT2_RekSai_R_Slash
c5633191 TFT2_RekSai_R_Steroid
16c46691 TFT2_RekSai_R_Traveling
3cac8ef1 TFT2_RekSai_R_Tunnel_Destroyed
6b35d7a7 TFT2_RekSai_R_Wall
c273c2b5 TFT2_RekSai_R_hands_cas
daee7d17 TFT2_RekSai_R_roar
93922baa TFT2_RekSai_R_tar
4e1c4e66 TFT2_RekSai_R_tar_red
d4147b95 TFT2_Renekton_Q_Floor_AoE
121c9539 TFT2_Renekton_Q_Swipe_tar_01
0b6bea3a TFT2_Renekton_Q_cas
07873b20 TFT2_Renekton_Q_tar
995ac6da TFT2_Shadow_Laser
28492c1f TFT2_Singed_Idle
b98c479e TFT2_Singed_Q_Cast
9859f439 TFT2_Singed_Q_Cast_enemy
220e15b3 TFT2_Singed_Q_Trail
2494eeb8 TFT2_Singed_Q_Trail_enemy
3d910220 TFT2_Sion_R_Cas
9cf3e2d8 TFT2_Sion_R_Cas1_weapon
89df029b TFT2_Sion_R_Cas2_weapon
fe4643e9 TFT2_Sion_R_Cas3
a704b6e2 TFT2_Sion_R_Cas3_weapon
054f435f TFT2_Sion_R_Hit1
064f44f2 TFT2_Sion_R_Hit2
074f4685 TFT2_Sion_R_Hit3
573c9498 TFT2_Sion_R_Indicator
fe5e079e TFT2_Sion_R_Indicator2
ff5e0931 TFT2_Sion_R_Indicator3
1d7b2bfd TFT2_Sion_R_Q1_tar
44d1b7c0 TFT2_Sion_R_Q2_tar
7e9177ef TFT2_Sion_R_Q3_tar
b88c25d8 TFT2_Sion_R_mis_01
aace4657 TFT2_Sivir_W_Buff
7f1483b1 TFT2_Sivir_W_Tar
89d0a29d TFT2_Sivir_W_mis
9d83a63f TFT2_Skarner_W_body
aff0f8b6 TFT2_Skarner_W_buf_L_arm
3b60c150 TFT2_Skarner_W_buf_R_arm
900f9ed3 TFT2_Skarner_W_buf_tail
2eb9bf2b TFT2_Soraka_BA_mis
23a68b6d TFT2_Soraka_E_Beam
2af1481f TFT2_Soraka_E_Buff
558f5770 TFT2_Soraka_E_resolution
eef981aa TFT2_Soraka_E_rune
d2b02307 TFT2_Syndra_BA_mis
73ecbc7b TFT2_Syndra_Base_Idle_Spheres
a2e943ab TFT2_Syndra_Q_aoe_explode
5c068a5d TFT2_Syndra_Q_aoe_gather
ac66f3db TFT2_Syndra_Q_cas_01
2d36036c TFT2_Syndra_Q_idle
ed7837bb TFT2_Syndra_Q_sphereDeath
edbf84b9 TFT2_Syndra_Q_tar
27b22b11 TFT2_Syndra_W_aoe_explode
dc3ea759 TFT2_Syndra_W_cas
08e8c5a8 TFT2_Syndra_W_fling_01
df8549b2 TFT2_Syndra_W_heldTarget_buf_01_large
2d8ee6af TFT2_Syndra_W_heldTarget_buf_02_large
10cb7fbb TFT2_Syndra_W_pull_01
31d27e67 TFT2_Syndra_W_tar
fcf5e0bc TFT2_Syndra_W_tether
dccc8364 TFT2_Taliyah_BA_mis
a6ba97e0 TFT2_Taliyah_W_aoe_direction
9d952539 TFT2_Taliyah_W_indicator_arrow_enemy
789ea8c3 TFT2_Taliyah_W_indicator_enemy
77f8ea70 TFT2_Taric_Idle_Gem
1dd8c453 TFT2_Taric_Idle_Gem1
1ed8c5e6 TFT2_Taric_Idle_Gem2
a8efe525 TFT2_Taric_Idle_Weapon
26399534 TFT2_Taric_R_AoE
84349af8 TFT2_Taric_R_Delay
05194e7e TFT2_Taric_R_Indicator
76de76d3 TFT2_Taric_R_Indicator_2
5f5baf02 TFT2_Taric_R_buf
7079462d TFT2_Thresh_W_Lantern
0df95e11 TFT2_Thresh_W_Lantern_mis
96c4d512 TFT2_Thresh_W_Shield
1d43b5ca TFT2_TraitCelestial_Hit
1de5546e TFT2_TraitCelestial_cas
516bcd50 TFT2_TraitLunar4_Hit
80761795 TFT2_Trait_Alchemist
837622ca TFT2_Trait_Avatar
c9fef4bc TFT2_Trait_Berserker_Tar
8d586137 TFT2_Trait_Crystal
7f0f5417 TFT2_Trait_Crystal_Tar
c4119e42 TFT2_Trait_Desert
db2cbbdc TFT2_Trait_DesertArmorPen
d8d79cd8 TFT2_Trait_DesertImpact
456c045e TFT2_Trait_DesertImpact2
25c4f124 TFT2_Trait_Druid_Child
a5373475 TFT2_Trait_ElectricHit
4c55c73e TFT2_Trait_ElectricNova
8e4800ea TFT2_Trait_Inferno
00dd6ab8 TFT2_Trait_InfernoGroundBurn
83497e16 TFT2_Trait_Inferno_Tar
